Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Come vendutoper porzione (40 g),Gelato e Sorbetto,Frozen desserts,Desserts,Frozen foods
Grassi,"8,2 g","3,28 g","-39%13,4 g","-36%12,8 g","-22%10,5 g","-20%10,3 g"
- Acidi Grassi saturi,4 g,"1,6 g","-56%9,07 g","-54%8,67 g","-41%6,74 g","-27%5,48 g"
- Acidi grassi monoinsaturi,"2,7 g","1,08 g",?,?,?,?
- Acidi grassi polinsaturi,"1,5 g","0,6 g",?,?,?,?
- Colesterolo,"0,2 mg","0,08 mg",?,?,?,?
Carboidrati,"45,7 g","18,3 g","+45%31,6 g","+41%32,5 g","+54%29,6 g","+61%28,4 g"
- Zuccheri,"21,5 g","8,6 g","-13%24,6 g",-14%25 g,"-3%22,2 g","+107%10,4 g"
- Amido,"24,2 g","9,68 g",?,?,?,?
Fibra alimentare,"1,4 g","0,56 g",?,?,?,"-35%2,16 g"
Proteine,"4,9 g","1,96 g","+28%3,83 g","+30%3,76 g","+34%3,66 g","-36%7,65 g"
Sale,"0,254 g","0,102 g","+56%0,163 g","+59%0,16 g","+88%0,135 g","-69%0,814 g"
Sodio,"0,1 g","0,04 g","+56%0,064 g","+59%0,063 g","+88%0,053 g","-69%0,32 g"
Vitamina D (colecalciferolo),"1,5 µg","0,6 µg",?,?,?,?
Calcio,120 mg,48 mg,?,?,?,?
Nutrition score - France,10,10,-33%15,"-32%14,7","-12%11,4","+5%9,54"
Nutri-Score,C,C,D,D,D,C
