Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Come vendutoper porzione (330 g),Pizzas,Pizzas pies and quiches,Meals
Grassi,8 g,"26,4 g","-10%8,86 g","-10%8,91 g","-7%8,64 g"
- Acidi Grassi saturi,"3,8 g","12,5 g","-13%4,39 g","-14%4,41 g","+2%3,74 g"
Carboidrati,30 g,99 g,"+5%28,7 g","+5%28,5 g","+20%25,1 g"
- Zuccheri,"1,6 g","5,28 g","-41%2,73 g","-43%2,79 g","-55%3,53 g"
Fibra alimentare,"1,4 g","4,62 g","-35%2,16 g","-35%2,15 g","-39%2,3 g"
Proteine,11 g,"36,3 g","+10%9,98 g","+12%9,84 g","+31%8,41 g"
Sale,"1,3 g","4,29 g","+3%1,26 g","+4%1,25 g","+17%1,11 g"
Sodio,"0,512 g","1,69 g","+3%0,496 g","+4%0,492 g","+17%0,437 g"
Calcio,180 mg,594 mg,?,?,?
"Fruits, vegetables and nuts (estimate from ingredients list)",20 %,20 %,?,?,?
Nutrition score - France,10,10,"+33%7,52","+35%7,42","+55%6,45"
Nutri-Score,C,C,C,C,C
