,0,1,2
1,Parte edibile (%):,100,
2,Acqua (g):,56.6,
3,Proteine (g):,4.5,
4,Lipidi(g):,0.7,
5,Colesterolo (mg):,0,
6,Carboidrati disponibili (g):,12.9,
7,Amido (g):,1.5,
8,Zuccheri solubili (g):,11.4,
9,Fibra totale (g):,1.5,
10,Fibra solubile (g):,0.28,
11,Fibra insolubile (g):,1.25,
12,Alcol (g):,0,
13,Energia (kcal):,73,
14,Energia (kJ):,304,
15,Sodio (mg):,,
16,Potassio (mg):,,
17,Ferro (mg):,,
18,Calcio (mg):,,
19,Fosforo (mg):,,
20,Magnesio (mg):,,
21,Zinco (mg):,,
22,Rame (mg):,,
23,Selenio (µg):,,
24,Tiamina (mg):,,
25,Riboflavina (mg):,,
26,Niacina (mg):,,
27,Vitamina A retinolo eq. (µg):,,
28,Vitamina C (mg):,,
29,Vitamina E (mg):,,
