,0,1,2,3,4,5
1,Note Alimento: Un formaggino pesa in media 22g,,,,,
2,Categoria merceologica: 7001 - formaggi e latticini,,,,,
3,Componenti Alimentari,Valore,Fonte,Codice,Classe,Note
4,Contenuti in 100 g / unità,,,,,
5,COMPONENTI PRINCIPALI,,,,,
6,"Parte edibile, %",100,02,1711,,
7,"Energia, ricalcolata, kJ",1282,86,,,
8,"Energia, Ric con fibra, kJ",1282,86,,,
9,"Energia, ricalcolata, kcal",309,86,,,
10,"Energia, Ric con fibra, kcal",309,86,,,
11,"Proteine totali, g",11.2,02,1711,,
12,"Proteine animali, g",11.2,02,1711,,
13,"Proteine vegetali, g",0.0,02,1711,,
14,"Lipidi totali, g",26.9,02,1711,,
15,"Lipidi animali, g",26.9,02,1711,,
16,"Lipidi vegetali, g",0.0,02,1711,,
17,"Colesterolo, mg",93,03,1215,6,"""Formaggino"" acqua 45.7, prot 11.2, lip 26.9, GD=GS=6.0."
18,"Carboidrati disponibili (MSE), g",6.0,02,1711,,Variabile dal 3 al 10 %
19,"Amido (MSE), g",0.0,02,1711,,
20,"Carboidrati solubili (MSE), g",6.0,02,1711,,
21,"Fibra alimentare totale, g",0.0,02,1711,,
22,"Alcol, g",0.0,02,1711,,
23,"Acqua, g",52.6,02,1711,,
24,MINERALI ed ELEMENTI IN TRACCIA,,,,,
25,"Ferro, mg",0.3,02,1711,,
26,"Calcio, mg",430,02,1711,,
27,"Sodio, mg",1000,02,1711,,
28,"Potassio, mg",108,02,1711,,
29,"Fosforo, mg",650,02,1711,,
30,"Zinco, mg",3.20,03,1215,6,
31,"Magnesio, mg",22,08,172,2,"""Processed cheese"" acqua=45.7g, lip=27g, prot=20.8g, GD=GS=0.9g"
32,"Rame, mg",0.50,03,1215,6,
33,"Selenio, µg",10.0,08,172,2,
34,"Cloro, mg",1100,08,172,2,
35,"Iodio, µg",29,08,172,2,
36,"Manganese, mg",tr,08,172,2,
37,"Zolfo, mg",110,08,174,2,"Quark acqua 80,4, prot 14,6, lip tr"
38,VITAMINE IDROSOLUBILI,,,,,
39,"Vitamina B1, Tiamina, mg",0.02,02,1711,,
40,"Vitamina B2, Riboflavina, mg",0.30,02,1711,,
41,"Vitamina C, mg",0,02,1711,,
42,"Niacina, mg",0.10,02,1711,,
43,"Vitamina B6, mg",0.08,08,172,2,
44,"Folati totali, µg",18,08,172,2,
45,"Acido pantotenico, mg",0.31,08,172,2,
46,"Biotina, µg",2.3,08,173,2,
47,"Vitamina B12, µg",0.9,08,172,2,
48,VITAMINE LIPOSOLUBILI,,,,,
49,Retinolo equivalente,,,,,
50,"Retinolo eq. (RE), µg",260,03,1215,3B,In tab INN RE=370mcg e FID=300µg
51,"Retinolo, µg",240,03,1215,6,
52,"ß-carotene eq., µg",120,03,1215,6,
53,"Vitamina E (ATE), mg",0.55,08,172,2,
54,"Vitamina D, µg",0.21,08,172,2,
55,ACIDI GRASSI,,,,,
56,"Acidi grassi saturi totali, g",16.08,E,159,3B,"Processed cheese lip 25AcGrSaturiTot14.94, SommaAcButirrico,caproico,caprilico,caprico2.17, AcLaurico0.83, AcMiristico2.65, AcPalmitico6.14, AcStearico2.65, AcArachidico0, AcBeenico0, AcGrMonoinsaturiTot7.97, AcMiristoleico0.33, AcPalmitoleico0.64, AcOleico6.57, AcEicosenoico0, AcErucico0, AcGrPolinstauriTot0.68, AcLinoleico0.33, AcLinolenico0.35, AcArachidonico0, AcEicosapentaenoico(EPA)0, AcDecosaesaenoico(DHA)0, AltriAcGrPolinsaturi"
57,"Somma degli acidi butirrico, caproico, caprilico e caprico, g",2.34,E,159,3B,
58,"Acido laurico, g",0.89,E,159,3B,
59,"Acido miristico, g",2.85,E,159,3B,
60,"Acido palmitico, g",6.61,E,159,3B,
61,"Acido stearico, g",2.85,E,159,3B,
62,"Acido arachidico, g",0.00,E,159,3B,
63,"Acido beenico, g",0.00,E,159,3B,
64,"Acidi grassi monoinsaturi totali, g",8.58,E,159,3B,
65,"Acido miristoleico, g",0.36,E,159,3B,
66,"Acido palmitoleico, g",0.69,E,159,3B,
67,"Acido oleico, g",7.07,E,159,3B,
68,"Acidi eicosenoico, g",0.00,E,159,3B,
69,"Acido erucico, g",0.00,E,159,3B,
70,"Acidi grassi polinsaturi totali, g",0.73,E,159,3B,
71,"Acido linoleico, g",0.36,E,159,3B,
72,"Acido linolenico, g",0.38,E,159,3B,
73,"Acido arachidonico, g",0.00,E,159,3B,
74,"Acido eicosapentaenoico (EPA), g",0.00,E,159,3B,
75,"Acido decosaesaenoico (DHA), g",0.00,E,159,3B,
76,"Altri acidi grassi polinsaturi, g",0.00,86,,,
77,AMINOACIDI,,,,,
78,"Triptofano, mg",163,11,01042,3A,"""Pasteurized process, american, with di sodium phosphate"" prot. orig.22.15,trypto323, threon719, isoleu1024, leucine1958, lysine2198, methion573, cystine142, phenilal1125, tyrosine1212, valine1326, arginine927, histidine903, alanine555, aspart ac1361, glutam ac4597, glycine365, proline2253, serine1069"
79,"Treonina, mg",364,11,01042,,
80,"Isoleucina, mg",518,11,01042,,
81,"Leucina, mg",990,11,01042,,
82,"Lisina, mg",1111,11,01042,,
83,"Metionina, mg",290,11,01042,,
84,"Cistina, mg",72,11,01042,,
85,"Fenilalanina, mg",569,11,01042,,
86,"Tirosina, mg",613,11,01042,,
87,"Valina, mg",670,11,01042,,
88,"Arginina, mg",469,11,01042,,
89,"Istidina, mg",457,11,01042,,
90,"Alanina, mg",281,11,01042,,
91,"Acido aspartico, mg",688,11,01042,,
92,"Acido glutammico, mg",2324,11,01042,,
93,"Glicina, mg",185,11,01042,,
94,"Prolina, mg",1139,11,01042,,
95,"Serina, mg",541,11,01042,,
96,ZUCCHERI,,,,,
97,"Glucosio, g",0.0,03,1215,3B,Gluc=0
98,"Fruttosio, g",0.0,87,,,
99,"Galattosio, g",0.0,87,,,
100,"Saccarosio (MSE), g",0.0,03,1215,3B,Sacc=0
101,"Maltosio (MSE), g",0.0,87,,,
102,"Lattosio (MSE), g",6.0,03,1215,3B,Latt=6g.
