,0,1,2
1,Parte edibile (%):,42,
2,Acqua (g):,74.4,
3,Proteine (g):,3,
4,Lipidi(g):,0.3,
5,Colesterolo (mg):,0,
6,Carboidrati disponibili (g):,5.7,
7,Amido (g):,0,
8,Zuccheri solubili (g):,5.7,
9,Fibra totale (g):,13.9,
10,Fibra solubile (g):,,
11,Fibra insolubile (g):,,
12,Alcol (g):,0,
13,Energia (kcal):,36,
14,Energia (kJ):,151,
15,Sodio (mg):,19,
16,Potassio (mg):,200,
17,Ferro (mg):,0.6,
18,Calcio (mg):,10,
19,Fosforo (mg):,,
20,Magnesio (mg):,,
21,Zinco (mg):,,
22,Rame (mg):,,
23,Selenio (µg):,,
24,Tiamina (mg):,0.03,
25,Riboflavina (mg):,0.14,
26,Niacina (mg):,2.5,
27,Vitamina A retinolo eq. (µg):,190,
28,Vitamina C (mg):,18,
29,Vitamina E (mg):,,
