,0,1,2
1,Parte edibile (%):,100,
2,Acqua (g):,91,
3,Proteine (g):,2.6,
4,Lipidi(g):,0.3,
5,Colesterolo (mg):,0,
6,Carboidrati disponibili (g):,3.9,
7,Amido (g):,0,
8,Zuccheri solubili (g):,3.9,
9,Fibra totale (g):,0.9,
10,Fibra solubile (g):,,
11,Fibra insolubile (g):,,
12,Alcol (g):,0,
13,Energia (kcal):,28,
14,Energia (kJ):,116,
15,Sodio (mg):,,
16,Potassio (mg):,468,
17,Ferro (mg):,5.2,
18,Calcio (mg):,309,
19,Fosforo (mg):,41,
20,Magnesio (mg):,,
21,Zinco (mg):,,
22,Rame (mg):,,
23,Selenio (µg):,,
24,Tiamina (mg):,,
25,Riboflavina (mg):,,
26,Niacina (mg):,,
27,Vitamina A retinolo eq. (µg):,742,
28,Vitamina C (mg):,110,
29,Vitamina E (mg):,,
