Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,"Come vendutoper porzione (7,6 g)",Pani,Cereali e patate,Cibi a base vegetale,Cibi e bevande a base vegetale
Grassi,"9,6 g","0,73 g","+19%8,05 g","+54%6,24 g","-10%10,7 g","-0%9,61 g"
- Acidi Grassi saturi,"1,3 g","0,099 g","-41%2,2 g","-24%1,7 g","-45%2,36 g","-39%2,12 g"
- Acidi grassi monoinsaturi,"2,7 g","0,205 g",?,?,?,?
- Acidi grassi polinsaturi,"5,6 g","0,426 g",?,?,?,?
Carboidrati,"72,9 g","5,54 g","+24%58,6 g","+22%59,9 g","+53%47,6 g","+66%43,9 g"
- Zuccheri,2 g,"0,152 g","-38%3,25 g","-70%6,61 g","-77%8,59 g","-77%8,81 g"
Fibra alimentare,3 g,"0,228 g","-35%4,64 g","-37%4,75 g","-32%4,38 g","-26%4,06 g"
Proteine,10 g,"0,76 g","+11%9,02 g","+5%9,48 g","+29%7,76 g",+43%7 g
Sale,"1,75 g","0,133 g","+1%1,74 g","+140%0,729 g","+195%0,593 g","+228%0,533 g"
Sodio,"0,689 g","0,052 g","+1%0,685 g","+140%0,287 g","+195%0,233 g","+228%0,21 g"
Nutrition score - France,10,10,"+27%7,89","+227%3,06","+225%3,08","+158%3,87"
Nutri-Score,C,C,C,C,C,C
