Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,"Come vendutoper porzione (7,5g)",Dolce,Sugary snacks
Grassi,0 g,0 g,"-100%14,8 g","-100%22,3 g"
- Acidi Grassi saturi,0 g,0 g,"-100%8,59 g","-100%10,9 g"
Carboidrati,"95,4 g","7,16 g","+43%66,7 g","+62%58,8 g"
- Zuccheri,0 g,0 g,"-100%38,9 g","-100%26,8 g"
- Polialcoli/polioli (alcoli degli zuccheri),"95,3 g","7,15 g",?,?
Proteine,0 g,0 g,-100%5 g,"-100%7,15 g"
Sale,0 g,0 g,"-100%0,296 g","-100%0,472 g"
Sodio,0 g,0 g,"-100%0,117 g","-100%0,186 g"
Vitamina C (Acido ascorbico),160 mg,12 mg,?,?
Nutrition score - France,2,2,"-89%17,9","-88%16,7"
Nutri-Score,B,B,D,D
