,0,1,2
1,Parte edibile (%):,100,
2,Acqua (g):,23.6,
3,Proteine (g):,0.4,
4,Lipidi(g):,tr,
5,Colesterolo (mg):,0,
6,Carboidrati disponibili (g):,66.4,
7,Amido (g):,0,
8,Zuccheri solubili (g):,66.4,
9,Fibra totale (g):,0.9,
10,Fibra solubile (g):,,
11,Fibra insolubile (g):,,
12,Alcol (g):,0,
13,Energia (kcal):,251,
14,Energia (kJ):,1049,
15,Sodio (mg):,27,
16,Potassio (mg):,24,
17,Ferro (mg):,0.9,
18,Calcio (mg):,56,
19,Fosforo (mg):,9,
20,Magnesio (mg):,,
21,Zinco (mg):,,
22,Rame (mg):,,
23,Selenio (µg):,,
24,Tiamina (mg):,tr,
25,Riboflavina (mg):,tr,
26,Niacina (mg):,tr,
27,Vitamina A retinolo eq. (µg):,1,
28,Vitamina C (mg):,tr,
29,Vitamina E (mg):,,
