0,1,2
Calorie,kcal,117.0
Calorie,kj,490.0
Grassi,g,3.79
Carboidrati,g,0.0
Proteine,g,19.35
Fibre,g,0.0
Zuccheri,g,0.0
Acqua,g,77.01
Ceneri,g,1.2
Minerali,,
Calcio,mg,41.0
Sodio,mg,65.0
Fosforo,mg,221.0
Potassio,mg,357.0
Ferro,mg,1.02
Magnesio,mg,29.0
Zinco,mg,0.52
Rame,mg,0.051
Manganese,mg,0.016
Selenio,mcg,36.5
Vitamine,,
Retinolo (Vit. A),mcg,37.0
"Vitamina A, IU",IU,123.0
"Vitamina A, RAE",mcg_RAE,37.0
Tiamina (Vit. B1),mg,0.09
Riboflavina (Vit. B2),mg,0.08
Niacina (Vit. B3),mg,5.2
Acido Pantotenico (Vit. B5),mg,0.76
Piridossina (Vit. B6),mg,0.425
Acido folico (Vit. B9 o M o Folacina),mcg,0.0
Folato alimentare,mcg,9.0
"Folato, DFE",mcg_DFE,9.0
"Folati, totali",mcg,9.0
Cobalamina (Vit. B12),mcg,0.22
"Vitamina B-12, aggiunta",mcg,0.0
Acido ascorbico (Vit. C),mg,1.2
Vitamina D (D2+D3),mcg,1.5
Vitamina D3,mcg,1.5
Colecalcifenolo (Vit. D),IU,61.0
Alpha-tocoferolo (Vit. E),mg,1.0
"Vitamina E, aggiunta",mg,0.0
Fillochinone (Vit. K),mcg,0.1
Colina totale (Vit. J),mg,70.2
"Carotene, beta",mcg,0.0
"Carotene, alfa",mcg,0.0
"Criptoxantina, beta",mcg,0.0
Licopene,mcg,0.0
Luteina + zeaxantina,mcg,0.0
Zuccheri,,
Lipidi,,
"Acidi grassi, monoinsaturi",g,1.078
"Acidi grassi, polinsaturi",g,0.715
"Acidi grassi, saturi",g,1.1159999999999999
Colesterolo,mg,49.0
Grassi saturi,,
4:0,g,0.0
6:0,g,0.0
8:0,g,0.0
10:0,g,0.0
12:0,g,0.003
14:0,g,0.245
16:0,g,0.747
18:0,g,0.1
Grassi monoinsaturi,,
16:1 indifferenziato,g,0.564
18:1 indifferenziato,g,0.293
20:1,g,0.023
22:1 indifferenziato,g,0.031
Grassi polinsaturi,,
18:2 indifferenziato,g,0.08800000000000001
18:3 indifferenziato,g,0.025
18:4,g,0.08199999999999999
20:4 indifferenziato,g,0.096
20:5 n-3,g,0.217
22:5 n-3,g,0.099
22:6 n-3,g,0.10800000000000001
Aminoacidi,,
Acido aspartico,g,1.9809999999999999
Acido glutammico,g,2.889
Alanina,g,1.17
Arginina,g,1.158
Cistina,g,0.207
Fenilalanina,g,0.755
Glicina,g,0.929
Isoleucina,g,0.892
Istidina,g,0.57
Leucina,g,1.5730000000000002
Lisina,g,1.777
Metionina,g,0.573
Prolina,g,0.684
Serina,g,0.789
Tirosina,g,0.653
Treonina,g,0.848
Triptofano,g,0.217
Valina,g,0.997
Altro,,
Alcol etilico,g,0.0
Caffeina,mg,0.0
Teobromina,mg,0.0
