,0,1,2
1,Parte edibile (%):,100,
2,Acqua (g):,9.9,
3,Proteine (g):,0.9,
4,Lipidi(g):,16.5,
5,Colesterolo (mg):,,
6,Carboidrati disponibili (g):,71.7,
7,Amido (g):,39.4,
8,Zuccheri solubili (g):,28.4,
9,Fibra totale (g):,,
10,Fibra solubile (g):,,
11,Fibra insolubile (g):,,
12,Alcol (g):,0,
13,Energia (kcal):,421,
14,Energia (kJ):,1761,
15,Sodio (mg):,235,
16,Potassio (mg):,363,
17,Ferro (mg):,0.6,
18,Calcio (mg):,19,
19,Fosforo (mg):,182,
20,Magnesio (mg):,,
21,Zinco (mg):,,
22,Rame (mg):,,
23,Selenio (µg):,,
24,Tiamina (mg):,,
25,Riboflavina (mg):,,
26,Niacina (mg):,,
27,Vitamina A retinolo eq. (µg):,,
28,Vitamina C (mg):,0,
29,Vitamina E (mg):,,
