0,1,2
Calorie,kcal,135.0
Calorie,kj,565.0
Grassi,g,5.18
Carboidrati,g,0.0
Proteine,g,20.7
Fibre,g,0.0
Zuccheri,g,0.0
Acqua,g,69.94
Ceneri,g,1.41
Minerali,,
Calcio,mg,17.0
Sodio,mg,69.0
Fosforo,mg,271.0
Potassio,mg,364.0
Ferro,mg,0.9
Magnesio,mg,45.0
Zinco,mg,0.54
Rame,mg,0.053
Manganese,mg,0.03
Selenio,mcg,16.2
Vitamine,,
Retinolo (Vit. A),mcg,263.0
"Vitamina A, IU",IU,875.0
"Vitamina A, RAE",mcg_RAE,263.0
Tiamina (Vit. B1),mg,0.08
Riboflavina (Vit. B2),mg,0.09
Niacina (Vit. B3),mg,10.1
Acido Pantotenico (Vit. B5),mg,0.87
Piridossina (Vit. B6),mg,0.23
Acido folico (Vit. B9 o M o Folacina),mcg,0.0
Folato alimentare,mcg,17.0
"Folato, DFE",mcg_DFE,17.0
"Folati, totali",mcg,17.0
Cobalamina (Vit. B12),mcg,2.5
"Vitamina B-12, aggiunta",mcg,0.0
Acido ascorbico (Vit. C),mg,0.0
Vitamina D (D2+D3),mcg,12.9
Vitamina D3,mcg,12.9
Colecalcifenolo (Vit. D),IU,515.0
Alpha-tocoferolo (Vit. E),mg,0.63
"Vitamina E, aggiunta",mg,0.0
Fillochinone (Vit. K),mcg,0.1
Colina totale (Vit. J),mg,70.0
"Carotene, beta",mcg,0.0
"Carotene, alfa",mcg,0.0
"Criptoxantina, beta",mcg,0.0
Licopene,mcg,0.0
Luteina + zeaxantina,mcg,0.0
Zuccheri,,
Lipidi,,
"Acidi grassi, monoinsaturi",g,2.4859999999999998
"Acidi grassi, polinsaturi",g,0.885
"Acidi grassi, saturi",g,1.173
Colesterolo,mg,77.0
Grassi saturi,,
4:0,g,0.0
6:0,g,0.0
8:0,g,0.0
10:0,g,0.0
12:0,g,0.0
14:0,g,0.19699999999999998
16:0,g,0.878
18:0,g,0.09699999999999999
Grassi monoinsaturi,,
16:1 indifferenziato,g,0.523
18:1 indifferenziato,g,1.837
20:1,g,0.069
22:1 indifferenziato,g,0.028999999999999998
Grassi polinsaturi,,
18:2 indifferenziato,g,0.087
18:3 indifferenziato,g,0.128
18:4,g,0.16399999999999998
20:4 indifferenziato,g,0.079
20:5 n-3,g,0.249
22:5 n-3,g,0.057999999999999996
22:6 n-3,g,0.11900000000000001
Aminoacidi,,
Acido aspartico,g,2.119
Acido glutammico,g,3.089
Alanina,g,1.252
Arginina,g,1.238
Cistina,g,0.222
Fenilalanina,g,0.8079999999999999
Glicina,g,0.993
Isoleucina,g,0.9540000000000001
Istidina,g,0.609
Leucina,g,1.682
Lisina,g,1.901
Metionina,g,0.613
Prolina,g,0.732
Serina,g,0.8440000000000001
Tirosina,g,0.6990000000000001
Treonina,g,0.907
Triptofano,g,0.23199999999999998
Valina,g,1.0659999999999998
Altro,,
Alcol etilico,g,0.0
Caffeina,mg,0.0
Teobromina,mg,0.0
