,0,1,2
1,Parte edibile (%):,100,
2,Acqua (g):,92.8,
3,Proteine (g):,2.8,
4,Lipidi(g):,tr,
5,Colesterolo (mg):,0,
6,Carboidrati disponibili (g):,3,
7,Amido (g):,,
8,Zuccheri solubili (g):,,
9,Fibra totale (g):,1.8,
10,Fibra solubile (g):,,
11,Fibra insolubile (g):,,
12,Alcol (g):,0,
13,Energia (kcal):,23,
14,Energia (kJ):,94,
15,Sodio (mg):,57,
16,Potassio (mg):,354,
17,Ferro (mg):,1,
18,Calcio (mg):,70,
19,Fosforo (mg):,44,
20,Magnesio (mg):,,
21,Zinco (mg):,,
22,Rame (mg):,,
23,Selenio (µg):,,
24,Tiamina (mg):,0.09,
25,Riboflavina (mg):,0.16,
26,Niacina (mg):,0.5,
27,Vitamina A retinolo eq. (µg):,500,
28,Vitamina C (mg):,24,
29,Vitamina E (mg):,,
