,0,1,2,3,4,5
1,"Note Alimento: Alimento interamente sostituito con ""Ice cream, dairy, flavoured"". Considerato come un gelato industriale a base di latte, zucchero ed aromi. L'eventuale contributo della frutta, presente nel gelato artigianale, non e' previsto per fibra, vitamine e divisione anim/veg per prot e lip.",,,,,
2,"Categoria merceologica: 14006 - gelati, ghiaccioli",,,,,
3,Componenti Alimentari,Valore,Fonte,Codice,Classe,Note
4,Contenuti in 100 g / unità,,,,,
5,COMPONENTI PRINCIPALI,,,,,
6,"Parte edibile, %",100,08,205,,
7,"Energia, ricalcolata, kJ",751,86,,,
8,"Energia, Ric con fibra, kJ",751,86,,,
9,"Energia, ricalcolata, kcal",179,86,,,
10,"Energia, Ric con fibra, kcal",179,86,,,
11,"Proteine totali, g",3.5,08,205,,
12,"Proteine animali, g",3.5,08,205,,
13,"Proteine vegetali, g",0.0,08,205,,
14,"Lipidi totali, g",8.0,08,205,,
15,"Lipidi animali, g",8.0,08,205,,
16,"Lipidi vegetali, g",0.0,08,205,,
17,"Colesterolo, mg",26,08,205,,
18,"Carboidrati disponibili (MSE), g",24.7,08,205,,nota MC: inclusi gli oligosaccaridi derivati dallo sciroppo di glucosio e le maltodestrine presenti
19,"Amido (MSE), g",tr,08,205,,
20,"Carboidrati solubili (MSE), g",23.7,08,205,,nota MC: non inclusi oligosaccaridi e maltodestrine
21,"Fibra alimentare totale, g",0.0,08,205,,
22,"Alcol, g",0.0,08,205,,
23,"Acqua, g",59.8,08,205,,
24,MINERALI ed ELEMENTI IN TRACCIA,,,,,
25,"Ferro, mg",0.5,08,205,,
26,"Calcio, mg",110,08,205,,
27,"Sodio, mg",61,08,205,,
28,"Potassio, mg",180,08,205,,
29,"Fosforo, mg",99,08,205,,
30,"Zinco, mg",0.40,08,205,,
31,VITAMINE IDROSOLUBILI,,,,,
32,"Vitamina B1, Tiamina, mg",0.04,08,205,,
33,"Vitamina B2, Riboflavina, mg",0.26,08,205,,
34,"Vitamina C, mg",1,08,205,,
35,"Niacina, mg",0.20,08,205,,
36,"Vitamina B6, mg",0.07,08,205,,
37,"Folati totali, µg",9,08,205,,
38,VITAMINE LIPOSOLUBILI,,,,,
39,Retinolo equivalente,,,,,
40,"Retinolo eq. (RE), µg",121,08,205,,CALC
41,"Retinolo, µg",94,08,205,,
42,"ß-carotene eq., µg",160,08,205,,
43,"Vitamina E (ATE), mg",0.17,08,205,,
44,"Vitamina D, µg",0.10,08,205,,
45,ACIDI GRASSI,,,,,
46,"Acidi grassi saturi totali, g",4.96,02,1602,,considerato l'ingrediente principale: riferito a Latte intero lip=3.4g saturi=2.11g 18:1=0.93g mono=1.10g 18:2=0.07g 18:3=0.05g altri PUFA=0 PUFA=0.12g fonte 08 cod 205 saturi=5.02g mono=2g PUFA=0.3g
47,"Acidi grassi monoinsaturi totali, g",2.59,02,1602,,
48,"Acido oleico, g",2.19,02,1602,,
49,"Acidi grassi polinsaturi totali, g",0.28,02,1602,,
50,"Acido linoleico, g",0.16,02,1602,,
51,"Acido linolenico, g",0.12,02,1602,,
52,"Altri acidi grassi polinsaturi, g",0.00,86,,,
