Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Come vendutoper porzione (250 ml),Artificially sweetened beverages,Carbonated drinks,Non-Alcoholic beverages,Bevande
Grassi,0 g,0 g,"-100%0,083 g",0 g,"-100%0,604 g","-100%0,527 g"
- Acidi Grassi saturi,0 g,0 g,"-100%0,017 g",0 g,"-100%0,133 g","-100%0,118 g"
Carboidrati,"6,7 g","16,8 g","+52%4,4 g","-18%8,13 g","-20%8,35 g","-26%9,03 g"
- Zuccheri,"6,6 g","16,5 g","+65%3,99 g","-24%8,73 g","-12%7,52 g","-18%8,07 g"
Proteine,0 g,0 g,"-100%0,083 g",0 g,"-100%0,761 g","-100%0,745 g"
Sale,0 g,0 g,"-100%0,024 g","-100%0,01 g","-100%0,177 g","-100%0,136 g"
Sodio,0 g,0 g,"-100%0,009 g","-100%0,004 g","-100%0,07 g","-100%0,054 g"
Vitamina B3 / Vitamina PP (Niacina),8 mg,20 mg,?,?,?,?
Vitamina B6 (piridoxina),"0,001 g","0,004 g",?,?,?,?
Vitamina B12 (Cobalamina),1 µg,"2,5 µg",?,?,?,?
Vitamina B5 (Acido pantotenico),2 mg,5 mg,?,?,?,?
Nutrition score - France,9,9,"+65%5,45","-29%12,7","+42%6,33","+29%6,99"
Nutri-Score,D,D,D,E,D,D
