Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Italian cheeses,Formaggio,Fermented foods,Fermented milk products,Latticini
Grassi,"9,5 g","-52%19,7 g","-54%20,7 g","-20%11,9 g","-20%11,9 g","-38%15,4 g"
- Acidi Grassi saturi,"6,7 g","-50%13,3 g","-51%13,7 g","-15%7,9 g","-15%7,9 g","-30%9,61 g"
Carboidrati,"4,3 g","+201%1,43 g","+75%2,46 g","-40%7,16 g","-40%7,16 g","-30%6,1 g"
- Zuccheri,"3,8 g","+192%1,3 g","+177%1,37 g","-38%6,16 g","-38%6,16 g","-30%5,42 g"
Fibra alimentare,0 g,?,"-100%0,113 g","-100%0,205 g","-100%0,205 g","-100%0,133 g"
Proteine,"8,4 g","-47%15,8 g",-48%16 g,-16%10 g,-16%10 g,"+6%7,89 g"
Sale,"0,32 g","-56%0,72 g","-65%0,921 g","-40%0,529 g","-40%0,529 g","-21%0,405 g"
Sodio,"0,126 g","-56%0,283 g","-65%0,363 g","-40%0,208 g","-40%0,208 g","-21%0,159 g"
Nutrition score - France,3,"-69%9,58","-71%10,4","-53%6,32","-53%6,32","-49%5,86"
Nutri-Score,C,C,D,C,C,C
