,0,1,2,3,4,5
1,Note Alimento: STIMA da Ricetta ingredineti: dadi per brodo vegetale (cod 666010) 11g + acqua 500ml (cod 999999),,,,,
2,Categoria merceologica: 25001 - brodi di carne e vegetali,,,,,
3,Componenti Alimentari,Valore,Fonte,Codice,Classe,Note
4,Contenuti in 100 g / unità,,,,,
5,COMPONENTI PRINCIPALI,,,,,
6,"Parte edibile, %",100,89,,,
7,"Energia, ricalcolata, kJ",25,86,,,
8,"Energia, Ric con fibra, kJ",25,86,,,
9,"Energia, ricalcolata, kcal",6,86,,,
10,"Energia, Ric con fibra, kcal",6,86,,,
11,"Proteine totali, g",03,89,,,
12,"Proteine animali, g",00,89,,,
13,"Proteine vegetali, g",03,89,,,
14,"Lipidi totali, g",04,89,,,
15,"Lipidi animali, g",00,89,,,
16,"Lipidi vegetali, g",04,89,,,
17,"Colesterolo, mg",0,89,,,
18,"Carboidrati disponibili (MSE), g",03,89,,,
19,"Amido (MSE), g",02,89,,,
20,"Carboidrati solubili (MSE), g",01,89,,,
21,"Fibra alimentare totale, g",tr,89,,,
22,"Alcol, g",00,89,,,
23,"Acqua, g",980,89,,,
24,MINERALI ed ELEMENTI IN TRACCIA,,,,,
25,"Ferro, mg",01,89,,,
26,"Calcio, mg",1,89,,,
27,"Sodio, mg",362,89,,,
28,"Potassio, mg",8,89,,,
29,"Fosforo, mg",3,89,,,
30,"Zinco, mg",001,89,,,
31,VITAMINE IDROSOLUBILI,,,,,
32,"Vitamina B1, Tiamina, mg",011,89,,,
33,"Vitamina B2, Riboflavina, mg",001,89,,,
34,"Vitamina C, mg",0,89,,,
35,"Niacina, mg",005,89,,,
36,"Vitamina B6, mg",000,89,,,
37,"Folati totali, µg",1,89,,,
38,VITAMINE LIPOSOLUBILI,,,,,
39,Retinolo equivalente,,,,,
40,"Retinolo eq. (RE), µg",tr,89,,,
41,"Retinolo, µg",0,89,,,
42,"ß-carotene eq., µg",2,89,,,
43,"Vitamina E (ATE), mg",000,89,,,
44,"Vitamina D, µg",000,89,,,
45,ACIDI GRASSI,,,,,
46,"Acidi grassi saturi totali, g",009,89,,,
47,"Acidi grassi monoinsaturi totali, g",017,89,,,
48,"Acido oleico, g",017,89,,,
49,"Acidi grassi polinsaturi totali, g",010,89,,,
50,"Acido linoleico, g",009,89,,,
51,"Acido linolenico, g",001,89,,,
52,"Altri acidi grassi polinsaturi, g",000,86,,,
