0,1,2
Calorie,kcal,97.0
Calorie,kj,406.0
Grassi,g,0.7
Carboidrati,g,23.38
Proteine,g,2.2
Fibre,g,10.4
Zuccheri,g,11.2
Acqua,g,72.93
Ceneri,g,0.8
Minerali,,
Calcio,mg,12.0
Sodio,mg,28.0
Fosforo,mg,68.0
Potassio,mg,348.0
Ferro,mg,1.6
Magnesio,mg,29.0
Zinco,mg,0.1
Rame,mg,0.086
Selenio,mcg,0.6
Vitamine,,
Retinolo (Vit. A),mcg,0.0
"Vitamina A, IU",IU,1272.0
"Vitamina A, RAE",mcg_RAE,64.0
Tiamina (Vit. B1),mg,0.0
Riboflavina (Vit. B2),mg,0.13
Niacina (Vit. B3),mg,1.5
Piridossina (Vit. B6),mg,0.1
Acido folico (Vit. B9 o M o Folacina),mcg,0.0
Folato alimentare,mcg,14.0
"Folato, DFE",mcg_DFE,14.0
"Folati, totali",mcg,14.0
Cobalamina (Vit. B12),mcg,0.0
"Vitamina B-12, aggiunta",mcg,0.0
Acido ascorbico (Vit. C),mg,30.0
Vitamina D (D2+D3),mcg,0.0
Colecalcifenolo (Vit. D),IU,0.0
Alpha-tocoferolo (Vit. E),mg,0.02
"Vitamina E, aggiunta",mg,0.0
Fillochinone (Vit. K),mcg,0.7
Colina totale (Vit. J),mg,7.6
"Carotene, beta",mcg,743.0
"Carotene, alfa",mcg,0.0
"Criptoxantina, beta",mcg,41.0
Licopene,mcg,0.0
Luteina + zeaxantina,mcg,0.0
Zuccheri,,
Lipidi,,
"Acidi grassi, monoinsaturi",g,0.086
"Acidi grassi, polinsaturi",g,0.41100000000000003
"Acidi grassi, saturi",g,0.059000000000000004
Colesterolo,mg,0.0
Grassi saturi,,
4:0,g,0.0
6:0,g,0.0
8:0,g,0.0
10:0,g,0.0
12:0,g,0.0
14:0,g,0.0
16:0,g,0.045
18:0,g,0.013999999999999999
Grassi monoinsaturi,,
16:1 indifferenziato,g,0.0
18:1 indifferenziato,g,0.086
20:1,g,0.0
22:1 indifferenziato,g,0.0
Grassi polinsaturi,,
18:2 indifferenziato,g,0.41
18:3 indifferenziato,g,0.001
18:4,g,0.0
20:4 indifferenziato,g,0.0
20:5 n-3,g,0.0
22:5 n-3,g,0.0
22:6 n-3,g,0.0
Aminoacidi,,
Altro,,
Alcol etilico,g,0.0
Caffeina,mg,0.0
Teobromina,mg,0.0
