,0,1,2
1,Parte edibile (%):,100,
2,Acqua (g):,87,
3,Proteine (g):,3.3,
4,Lipidi(g):,3.6,
5,Colesterolo (mg):,11,
6,Carboidrati disponibili (g):,4.9,
7,Amido (g):,0,
8,Zuccheri solubili (g):,4.9,
9,Fibra totale (g):,0,
10,Fibra solubile (g):,0,
11,Fibra insolubile (g):,0,
12,Alcol (g):,0,
13,Energia (kcal):,64,
14,Energia (kJ):,268,
15,Sodio (mg):,50,
16,Potassio (mg):,150,
17,Ferro (mg):,0.1,
18,Calcio (mg):,119,
19,Fosforo (mg):,93,
20,Magnesio (mg):,12,
21,Zinco (mg):,0.38,
22,Rame (mg):,0.02,
23,Selenio (µg):,1.6,
24,Tiamina (mg):,0.04,
25,Riboflavina (mg):,0.18,
26,Niacina (mg):,0.1,
27,Vitamina A retinolo eq. (µg):,37,5
28,Vitamina C (mg):,1,
29,Vitamina E (mg):,0.07,
