Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Flakes,Cereal flakes,Breakfast cereals,Breakfasts,Cereals and their products,Cereali e patate,Cibi a base vegetale,Cibi e bevande a base vegetale
Grassi,"0,9 g","-93%12,2 g","-93%12,2 g","-92%11,3 g","-93%12,1 g","-83%5,26 g","-86%6,21 g","-92%10,7 g","-91%9,61 g"
- Acidi Grassi saturi,"0,2 g","-94%3,27 g","-94%3,27 g","-94%3,43 g","-94%3,41 g","-86%1,41 g","-88%1,68 g","-91%2,35 g","-91%2,11 g"
Carboidrati,84 g,+33%63 g,+33%63 g,"+30%64,7 g","+38%60,7 g","+39%60,4 g","+40%59,9 g","+76%47,6 g","+91%43,9 g"
- Zuccheri,8 g,"-56%18,2 g","-56%18,2 g","-59%19,3 g","-81%42,3 g","+5%7,6 g","+22%6,57 g","-7%8,57 g","-9%8,8 g"
Fibra alimentare,3 g,"-59%7,26 g","-59%7,26 g","-58%7,21 g","-43%5,23 g","-36%4,7 g","-36%4,71 g","-31%4,35 g","-26%4,03 g"
Proteine,7 g,"-24%9,23 g","-24%9,23 g","-23%9,15 g","+30%5,4 g","-29%9,83 g","-26%9,47 g","-10%7,75 g","0%6,98 g"
Sale,"1,25 g","+243%0,364 g","+243%0,364 g","+145%0,511 g","+328%0,292 g","+307%0,307 g","+71%0,732 g","+110%0,594 g","+134%0,534 g"
Sodio,"0,492 g","+243%0,143 g","+243%0,143 g","+145%0,201 g","+328%0,115 g","+307%0,121 g","+71%0,288 g","+110%0,234 g","+134%0,21 g"
Vitamina D (colecalciferolo),"4,2 µg",?,?,?,?,?,?,?,?
Vitamina B1 (tiamina),"0,91 mg",?,?,?,?,?,?,?,?
Vitamina B2 (Riboflavina),"1,2 mg",?,?,?,?,?,?,?,?
Vitamina B3 / Vitamina PP (Niacina),13 mg,?,?,?,?,?,?,?,?
Vitamina B6 (piridoxina),"0,001 g",?,?,?,?,?,?,?,?
Vitamina B9 (Acido folico),166 µg,?,?,?,?,?,?,?,?
Vitamina B12 (Cobalamina),"2,1 µg",?,?,?,?,?,?,?,?
Ferro,8 mg,?,?,?,?,?,?,?,?
Nutrition score - France,3,"-56%6,83","-56%6,83","-62%7,84","-75%12,1","+239%0,885","-3%3,08","-3%3,1","-23%3,88"
Nutri-Score,C,C,C,C,D,B,C,C,C
