Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Come vendutoper porzione (330 g),Pizza surgelata,Frozen pizzas and pies,Pizzas,Pizzas pies and quiches,Meals,Frozen foods
Grassi,8 g,"26,4 g","-10%8,9 g","-10%8,9 g","-10%8,86 g","-10%8,91 g","-7%8,64 g","-22%10,3 g"
- Acidi Grassi saturi,"3,09 g","10,2 g","-30%4,41 g","-30%4,41 g","-30%4,39 g","-30%4,41 g","-17%3,74 g","-44%5,48 g"
Carboidrati,"18,7 g","61,7 g","-35%28,7 g","-35%28,7 g","-35%28,7 g","-34%28,5 g","-25%25,1 g","-34%28,4 g"
- Zuccheri,"3,39 g","11,2 g","+22%2,77 g","+22%2,77 g","+24%2,73 g","+22%2,79 g","-4%3,53 g","-67%10,4 g"
Fibra alimentare,"4,21 g","13,9 g","+92%2,19 g","+92%2,19 g","+95%2,16 g","+96%2,15 g","+83%2,3 g","+95%2,16 g"
Proteine,"8,52 g","28,1 g","-14%9,94 g","-14%9,94 g","-15%9,98 g","-13%9,84 g","+1%8,41 g","+11%7,65 g"
Sale,1 g,"3,3 g","-21%1,26 g","-21%1,26 g","-21%1,26 g","-20%1,25 g","-10%1,11 g","+23%0,814 g"
Sodio,"0,394 g","1,299 g","-21%0,496 g","-21%0,496 g","-21%0,496 g","-20%0,492 g","-10%0,437 g","+23%0,32 g"
Nutrition score - France,0,0,"-100%7,42","-100%7,42","-100%7,52","-100%7,42","-100%6,45","-100%9,54"
Nutri-Score,B,B,C,C,C,C,C,C
