Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Come vendutoper porzione (1 bicchiere 200 ml),Artificially sweetened beverages,Bevande
Grassi,0 g,0 g,"-100%0,083 g","-100%0,527 g"
- Acidi Grassi saturi,0 g,0 g,"-100%0,017 g","-100%0,118 g"
Carboidrati,"7,2 g","14,4 g","+64%4,4 g","-20%9,03 g"
- Zuccheri,5 g,10 g,"+25%3,99 g","-38%8,07 g"
Proteine,"< 0,5 g",< 1 g,"+500%0,083 g","-33%0,745 g"
Sale,"0,03 g","0,06 g","+26%0,024 g","-78%0,136 g"
Sodio,"0,012 g","0,024 g","+26%0,009 g","-78%0,054 g"
Vitamina A (Retinolo),220 µg,440 µg,?,?
Vitamina E (Alfa-tocoferolo),"1,8 mg","3,6 mg",?,?
Vitamina C (Acido ascorbico),12 mg,24 mg,?,?
Vitamina B1 (tiamina),"0,17 mg","0,34 mg",?,?
Vitamina B3 / Vitamina PP (Niacina),"2,4 mg","4,8 mg",?,?
Vitamina B6 (piridoxina),0 g,0 g,?,?
Vitamina B9 (Acido folico),30 µg,60 µg,?,?
Vitamina B12 (Cobalamina),"0,38 µg","0,76 µg",?,?
Vitamina B8/B7/H/I (Biotina),"7,5 µg",15 µg,?,?
Vitamina B5 (Acido pantotenico),"0,9 mg","1,8 mg",?,?
Nutrition score - France,9,9,"+65%5,45","+29%6,99"
Nutri-Score,D,D,D,D
