Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Italian cheeses,Formaggio,Fermented foods,Fermented milk products,Latticini
Grassi,6 g,"-70%19,7 g","-71%20,7 g","-50%11,9 g","-50%11,9 g","-61%15,4 g"
- Acidi Grassi saturi,"4,1 g","-69%13,3 g","-70%13,7 g","-48%7,9 g","-48%7,9 g","-57%9,61 g"
Carboidrati,"3,5 g","+145%1,43 g","+42%2,46 g","-51%7,16 g","-51%7,16 g","-43%6,1 g"
- Zuccheri,"3,5 g","+169%1,3 g","+155%1,37 g","-43%6,16 g","-43%6,16 g","-35%5,42 g"
Proteine,"7,5 g","-53%15,8 g",-53%16 g,-25%10 g,-25%10 g,"-5%7,89 g"
Sale,"0,2 g","-72%0,72 g","-78%0,921 g","-62%0,529 g","-62%0,529 g","-51%0,405 g"
Sodio,"0,079 g","-72%0,283 g","-78%0,363 g","-62%0,208 g","-62%0,208 g","-51%0,159 g"
Nutrition score - France,1,"-90%9,58","-90%10,4","-84%6,32","-84%6,32","-83%5,86"
Nutri-Score,B,C,D,C,C,C
