,0,1,2,3,4,5
1,"Categoria merceologica: 6003 - farine lattee, latte condensato e in polvere",,,,,
2,Componenti Alimentari,Valore,Fonte,Codice,Classe,Note
3,Contenuti in 100 g / unità,,,,,
4,COMPONENTI PRINCIPALI,,,,,
5,"Parte edibile, %",100,02,1620,,
6,"Energia, ricalcolata, kJ",2030,86,,,
7,"Energia, Ric con fibra, kJ",2030,86,,,
8,"Energia, ricalcolata, kcal",484,86,,,
9,"Energia, Ric con fibra, kcal",484,86,,,
10,"Proteine totali, g",25.7,02,1620,,
11,"Proteine animali, g",25.7,02,1620,,
12,"Proteine vegetali, g",0.0,02,1620,,
13,"Lipidi totali, g",24.9,02,1620,,
14,"Lipidi animali, g",24.9,02,1620,,
15,"Lipidi vegetali, g",0.0,02,1620,,
16,"Colesterolo, mg",109,02,1620,,
17,"Carboidrati disponibili (MSE), g",42.0,02,1620,,
18,"Amido (MSE), g",0.0,02,1620,,
19,"Carboidrati solubili (MSE), g",42.0,02,1620,,
20,"Fibra alimentare totale, g",0.0,02,1620,,
21,"Alcol, g",0.0,02,1620,,
22,"Acqua, g",3.2,02,1620,,
23,MINERALI ed ELEMENTI IN TRACCIA,,,,,
24,"Ferro, mg",0.7,02,1620,,
25,"Calcio, mg",1050,02,1620,,
26,"Sodio, mg",440,02,1620,,
27,"Potassio, mg",1270,02,1620,,
28,"Fosforo, mg",728,02,1620,,
29,"Zinco, mg",3.20,08,32,2,"""Dried whole milk"" (marche diverse, con i dati relativi alle vitamine calcolati) acqua=2.9g, lip=26.3g, prot=26.3g, GD=39.4g"
30,"Magnesio, mg",84,08,32,2,
31,"Rame, mg",0.02,08,32,2,
32,"Selenio, µg",8.0,08,32,2,
33,"Cloro, mg",810,08,32,2,
34,"Iodio, µg",120,08,32,2,
35,"Manganese, mg",tr,08,32,2,
36,"Zolfo, mg",240,08,32,2,
37,VITAMINE IDROSOLUBILI,,,,,
38,"Vitamina B1, Tiamina, mg",0.24,02,1620,,
39,"Vitamina B2, Riboflavina, mg",1.31,02,1620,,
40,"Vitamina C, mg",4,02,1620,,
41,"Niacina, mg",0.70,02,1620,,
42,"Vitamina B6, mg",0.48,08,32,2,
43,"Folati totali, µg",46,08,32,2,
44,"Acido pantotenico, mg",2.79,08,32,2,
45,"Biotina, µg",13.9,08,32,2,
46,"Vitamina B12, µg",2.4,08,32,2,
47,VITAMINE LIPOSOLUBILI,,,,,
48,Retinolo equivalente,,,,,
49,"Retinolo eq. (RE), µg",318,08,32,3B,In tab INN RE=295. Nota INN: 115mcg provengono da caroteni
50,"Retinolo, µg",290,08,32,2,
51,"ß-carotene eq., µg",170,08,32,2,
52,"Vitamina E (ATE), mg",0.61,08,32,2,
53,"Vitamina D, µg",0.24,08,32,2,
54,ACIDI GRASSI,,,,,
55,"Acidi grassi saturi totali, g",14.59,AO,135010,3A,"Latte vacca, pastorizzato, intero lip 3.6AcGrSaturiTot2.11, SommaAcButirrico,caproico,caprilico,caprico0.32, AcLaurico0.11, AcMiristico0.37, AcPalmitico0.92, AcStearico0.39, AcArachidico0, AcBeenico0, AcGrMonoinsaturiTot1.1, AcMiristoleico0.07, AcPalmitoleico0.1, AcOleico0.93, AcEicosenoico0, AcErucico0, AcGrPolinstauriTot0.12, AcLinoleico0.07, AcLinolenico0.05, AcArachidonico0, AcEicosapentaenoico(EPA)0, AcDecosaesaenoico(DHA)0, AltriAcGrPolinsaturi"
56,"Somma degli acidi butirrico, caproico, caprilico e caprico, g",2.21,AO,135010,3A,
57,"Acido laurico, g",0.76,AO,135010,3A,
58,"Acido miristico, g",2.56,AO,135010,3A,
59,"Acido palmitico, g",6.36,AO,135010,3A,
60,"Acido stearico, g",2.70,AO,135010,3A,
61,"Acido arachidico, g",0.00,AO,135010,3A,
62,"Acido beenico, g",0.00,AO,135010,3A,
63,"Acidi grassi monoinsaturi totali, g",7.61,AO,135010,3A,
64,"Acido miristoleico, g",0.48,AO,135010,3A,
65,"Acido palmitoleico, g",0.69,AO,135010,3A,
66,"Acido oleico, g",6.43,AO,135010,3A,
67,"Acidi eicosenoico, g",0.00,AO,135010,3A,
68,"Acido erucico, g",0.00,AO,135010,3A,
69,"Acidi grassi polinsaturi totali, g",0.83,AO,135010,3A,
70,"Acido linoleico, g",0.48,AO,135010,3A,
71,"Acido linolenico, g",0.35,AO,135010,3A,
72,"Acido arachidonico, g",0.00,AO,135010,3A,
73,"Acido eicosapentaenoico (EPA), g",0.00,AO,135010,3A,
74,"Acido decosaesaenoico (DHA), g",0.00,AO,135010,3A,
75,"Altri acidi grassi polinsaturi, g",0.00,86,,,
76,AMINOACIDI,,,,,
77,"Triptofano, mg",389,AA,135010,3A,"""Latte vacca pastorizzato intero"" prot. orig.3.3,trypto50, threon164, isoleu192, leucine355, lysine272, methion81, cystine37, phenilal176, tyrosine142, valine233, arginine105, histidine93, alanine119, aspart ac269, glutam ac771, glycine70, proline371, serine203"
78,"Treonina, mg",1277,AA,135010,,
79,"Isoleucina, mg",1495,AA,135010,,
80,"Leucina, mg",2765,AA,135010,,
81,"Lisina, mg",2118,AA,135010,,
82,"Metionina, mg",631,AA,135010,,
83,"Cistina, mg",288,AA,135010,,
84,"Fenilalanina, mg",1371,AA,135010,,
85,"Tirosina, mg",1106,AA,135010,,
86,"Valina, mg",1815,AA,135010,,
87,"Arginina, mg",818,AA,135010,,
88,"Istidina, mg",724,AA,135010,,
89,"Alanina, mg",927,AA,135010,,
90,"Acido aspartico, mg",2095,AA,135010,,
91,"Acido glutammico, mg",6004,AA,135010,,
92,"Glicina, mg",545,AA,135010,,
93,"Prolina, mg",2889,AA,135010,,
94,"Serina, mg",1581,AA,135010,,
95,ZUCCHERI,,,,,
96,"Glucosio, g",0.0,08,32,3A,
97,"Fruttosio, g",0.0,08,32,3A,
98,"Galattosio, g",0.0,08,32,3A,
99,"Saccarosio (MSE), g",0.0,08,32,3A,
100,"Maltosio (MSE), g",0.0,08,32,3A,
101,"Lattosio (MSE), g",42.0,08,32,3A,Latt=39.4g
