0,1,2
Calorie,kcal,27.0
Calorie,kj,112.0
Grassi,g,0.36
Carboidrati,g,5.14
Proteine,g,0.85
Fibre,g,0.0
Zuccheri,g,5.14
Acqua,g,93.12
Ceneri,g,0.53
Minerali,,
Calcio,mg,47.0
Sodio,mg,54.0
Fosforo,mg,46.0
Potassio,mg,161.0
Ferro,mg,0.06
Magnesio,mg,8.0
Zinco,mg,0.13
Rame,mg,0.004
Manganese,mg,0.001
Selenio,mcg,1.9
Vitamine,,
Retinolo (Vit. A),mcg,3.0
"Vitamina A, IU",IU,12.0
"Vitamina A, RAE",mcg_RAE,3.0
Tiamina (Vit. B1),mg,0.036000000000000004
Riboflavina (Vit. B2),mg,0.158
Niacina (Vit. B3),mg,0.07400000000000001
Acido Pantotenico (Vit. B5),mg,0.38299999999999995
Piridossina (Vit. B6),mg,0.031
Acido folico (Vit. B9 o M o Folacina),mcg,0.0
Folato alimentare,mcg,1.0
"Folato, DFE",mcg_DFE,1.0
"Folati, totali",mcg,1.0
Cobalamina (Vit. B12),mcg,0.28
"Vitamina B-12, aggiunta",mcg,0.0
Acido ascorbico (Vit. C),mg,0.1
Alpha-tocoferolo (Vit. E),mg,0.0
"Vitamina E, aggiunta",mg,0.0
Fillochinone (Vit. K),mcg,0.0
Colina totale (Vit. J),mg,16.0
"Carotene, beta",mcg,1.0
"Carotene, alfa",mcg,0.0
"Criptoxantina, beta",mcg,0.0
Licopene,mcg,0.0
Luteina + zeaxantina,mcg,0.0
Zuccheri,,
Lipidi,,
"Acidi grassi, monoinsaturi",g,0.1
"Acidi grassi, polinsaturi",g,0.011000000000000001
"Acidi grassi, saturi",g,0.23
Colesterolo,mg,2.0
Grassi saturi,,
4:0,g,0.02
6:0,g,0.003
8:0,g,0.003
10:0,g,0.006
12:0,g,0.004
14:0,g,0.035
16:0,g,0.11
18:0,g,0.033
Grassi monoinsaturi,,
16:1 indifferenziato,g,0.011000000000000001
18:1 indifferenziato,g,0.084
20:1,g,0.0
22:1 indifferenziato,g,0.0
Grassi polinsaturi,,
18:2 indifferenziato,g,0.008
18:3 indifferenziato,g,0.003
18:4,g,0.0
20:4 indifferenziato,g,0.0
20:5 n-3,g,0.0
22:5 n-3,g,0.0
22:6 n-3,g,0.0
Aminoacidi,,
Acido aspartico,g,0.083
Acido glutammico,g,0.14800000000000002
Alanina,g,0.039
Arginina,g,0.025
Cistina,g,0.017
Fenilalanina,g,0.027000000000000003
Glicina,g,0.018000000000000002
Isoleucina,g,0.047
Istidina,g,0.016
Leucina,g,0.078
Lisina,g,0.068
Metionina,g,0.016
Prolina,g,0.052000000000000005
Serina,g,0.040999999999999995
Tirosina,g,0.024
Treonina,g,0.054000000000000006
Triptofano,g,0.013000000000000001
Valina,g,0.046
Altro,,
Alcol etilico,g,0.0
Caffeina,mg,0.0
Teobromina,mg,0.0
