,0,1,2
1,Parte edibile (%):,100,
2,Acqua (g):,72.5,
3,Proteine (g):,1.4,
4,Lipidi(g):,4.4,
5,Colesterolo (mg):,0,
6,Carboidrati disponibili (g):,13.5,
7,Amido (g):,tr,
8,Zuccheri solubili (g):,13.5,
9,Fibra totale (g):,,
10,Fibra solubile (g):,,
11,Fibra insolubile (g):,,
12,Alcol (g):,0,
13,Energia (kcal):,96,
14,Energia (kJ):,401,
15,Sodio (mg):,15,
16,Potassio (mg):,280,
17,Ferro (mg):,8.5,
18,Calcio (mg):,370,
19,Fosforo (mg):,20,
20,Magnesio (mg):,,
21,Zinco (mg):,,
22,Rame (mg):,,
23,Selenio (µg):,,
24,Tiamina (mg):,0.1,
25,Riboflavina (mg):,,
26,Niacina (mg):,,
27,Vitamina A retinolo eq. (µg):,92,
28,Vitamina C (mg):,29,
29,Vitamina E (mg):,,
