,0,1,2
1,Parte edibile (%):,100,
2,Acqua (g):,49.4,
3,Proteine (g):,5.9,
4,Lipidi(g):,5.7,
5,Colesterolo (mg):,,
6,Carboidrati disponibili (g):,41.2,
7,Amido (g):,20.6,
8,Zuccheri solubili (g):,18.5,
9,Fibra totale (g):,,
10,Fibra solubile (g):,,
11,Fibra insolubile (g):,,
12,Alcol (g):,tr,
13,Energia (kcal):,229,
14,Energia (kJ):,960,
15,Sodio (mg):,,
16,Potassio (mg):,,
17,Ferro (mg):,2.3,
18,Calcio (mg):,22,
19,Fosforo (mg):,40,
20,Magnesio (mg):,,
21,Zinco (mg):,,
22,Rame (mg):,,
23,Selenio (µg):,,
24,Tiamina (mg):,,
25,Riboflavina (mg):,,
26,Niacina (mg):,,
27,Vitamina A retinolo eq. (µg):,,
28,Vitamina C (mg):,,
29,Vitamina E (mg):,,
