Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Italian cheeses,Formaggio,Fermented foods,Fermented milk products,Latticini
Grassi,12 g,"-39%19,7 g","-42%20,7 g","+1%11,9 g","+1%11,9 g","-22%15,4 g"
- Acidi Grassi saturi,"8,4 g","-37%13,3 g","-39%13,7 g","+6%7,9 g","+6%7,9 g","-13%9,61 g"
Carboidrati,3 g,"+110%1,43 g","+22%2,46 g","-58%7,16 g","-58%7,16 g","-51%6,1 g"
- Zuccheri,3 g,"+131%1,3 g","+119%1,37 g","-51%6,16 g","-51%6,16 g","-45%5,42 g"
Fibra alimentare,0 g,?,"-100%0,113 g","-100%0,205 g","-100%0,205 g","-100%0,133 g"
Proteine,"7,5 g","-53%15,8 g",-53%16 g,-25%10 g,-25%10 g,"-5%7,89 g"
Sale,"0,4 g","-44%0,72 g","-57%0,921 g","-24%0,529 g","-24%0,529 g","-1%0,405 g"
Sodio,"0,157 g","-44%0,283 g","-57%0,363 g","-24%0,208 g","-24%0,208 g","-1%0,159 g"
Calcio,260 mg,?,-50%523 mg,-30%374 mg,-30%374 mg,-3%268 mg
Fosforo,123 mg,?,?,?,?,?
Nutrition score - France,6,"-37%9,58","-42%10,4","-5%6,32","-5%6,32","+2%5,86"
Nutri-Score,C,C,D,C,C,C
