Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,"Come vendutoper porzione (10,8 gr.)",Biscotti,Biscuits and cakes,Sugary snacks
Grassi,"18,5 g",2 g,"+1%18,3 g","+1%18,4 g","-17%22,2 g"
- Acidi Grassi saturi,"4,5 g","0,486 g","-38%7,2 g","-39%7,41 g","-58%10,8 g"
Carboidrati,"59,4 g","6,42 g","-11%66,6 g","-8%64,7 g",+1%59 g
- Zuccheri,"29,5 g","3,19 g","+23%23,9 g","+21%24,4 g","+10%26,8 g"
Fibra alimentare,"9,1 g","0,983 g","+131%3,94 g","+135%3,88 g","+107%4,39 g"
Proteine,9 g,"0,972 g","+29%6,99 g","+29%6,99 g","+26%7,15 g"
Sale,"0,35 g","0,038 g","-42%0,604 g","-41%0,591 g","-27%0,477 g"
Sodio,"0,138 g","0,015 g","-42%0,238 g","-41%0,233 g","-27%0,188 g"
Nutrition score - France,11,11,"-26%14,8","-28%15,2","-34%16,7"
Nutri-Score,D,D,D,D,D
