,0,1,2,3,4,5
1,Categoria merceologica: 24001 - erbe aromatiche e altri spezie,,,,,
2,Componenti Alimentari,Valore,Fonte,Codice,Classe,Note
3,Contenuti in 100 g / unità,,,,,
4,COMPONENTI PRINCIPALI,,,,,
5,"Parte edibile, %",100,12,02014,,
6,"Energia, ricalcolata, kJ",1667,86,,,
7,"Energia, Ric con fibra, kJ",1751,86,,,
8,"Energia, ricalcolata, kcal",398,86,,,
9,"Energia, Ric con fibra, kcal",419,86,,,
10,"Proteine totali, g",178,12,02014,,
11,"Proteine animali, g",00,12,02014,,
12,"Proteine vegetali, g",178,12,02014,,
13,"Lipidi totali, g",223,12,02014,,
14,"Lipidi animali, g",00,12,02014,,
15,"Lipidi vegetali, g",223,12,02014,,
16,"Colesterolo, mg",0,12,02014,,
17,"Carboidrati disponibili (MSE), g",337,12,02014,,CALC come carboidrati tot - fibra (44.2-10.5=33.7)
18,"Amido (MSE), g",00,03,422,,ALIMENTO SIMILE Noce moscata acqua=10g
19,"Carboidrati solubili (MSE), g",337,12,02014,,GD=GS quando amido=0
20,"Fibra alimentare totale, g",105,12,02014,,
21,"Alcol, g",00,12,02014,,
22,"Acqua, g",81,12,02014,,
23,MINERALI ed ELEMENTI IN TRACCIA,,,,,
24,"Ferro, mg",664,12,02014,,
25,"Calcio, mg",931,12,02014,,
26,"Sodio, mg",168,12,02014,,
27,"Potassio, mg",1788,12,02014,,
28,"Fosforo, mg",499,12,02014,,
29,"Zinco, mg",480,12,02014,,
30,VITAMINE IDROSOLUBILI,,,,,
31,"Vitamina B1, Tiamina, mg",063,12,02014,,
32,"Vitamina B2, Riboflavina, mg",033,12,02014,,
33,"Vitamina C, mg",8,12,02014,,
34,"Niacina, mg",458,12,02014,,
35,"Vitamina B6, mg",044,09,849,,ALIMENTO SIMILE Semi i Papavero acqua=6g
36,"Folati totali, µg",0,09,820,,Cumin seeds stesso valore di acqua
37,VITAMINE LIPOSOLUBILI,,,,,
38,Retinolo equivalente,,,,,
39,"Retinolo eq. (RE), µg",127,12,02014,,
40,"Retinolo, µg",0,12,02014,,
41,"ß-carotene eq., µg",762,12,02014,,CALC
42,"Vitamina E (ATE), mg",272,09,849,,ALIMENTO SIMILE Semi di papavero acqua=6g
43,"Vitamina D, µg",000,12,02014,,
44,ACIDI GRASSI,,,,,
45,"Acidi grassi saturi totali, g",072,12,02018,,
46,"Acidi grassi monoinsaturi totali, g",1486,12,02018,,
47,"Acido oleico, g",1486,12,02018,,
48,"Acidi grassi polinsaturi totali, g",253,12,02018,,
49,"Acido linoleico, g",253,12,02018,,
50,"Acido linolenico, g",000,12,02018,,
51,"Altri acidi grassi polinsaturi, g",000,86,,,
