,0,1,2
1,Parte edibile (%):,100,
2,Acqua (g):,87.7,
3,Proteine (g):,10.7,
4,Lipidi(g):,tr,
5,Colesterolo (mg):,0,
6,Carboidrati disponibili (g):,tr,
7,Amido (g):,0,
8,Zuccheri solubili (g):,tr,
9,Fibra totale (g):,0,
10,Fibra solubile (g):,0,
11,Fibra insolubile (g):,0,
12,Alcol (g):,0,
13,Energia (kcal):,43,
14,Energia (kJ):,180,
15,Sodio (mg):,179,
16,Potassio (mg):,135,
17,Ferro (mg):,0.1,
18,Calcio (mg):,7,
19,Fosforo (mg):,15,
20,Magnesio (mg):,12,
21,Zinco (mg):,0.26,
22,Rame (mg):,0.04,
23,Selenio (µg):,3.2,
24,Tiamina (mg):,0.02,
25,Riboflavina (mg):,0.27,
26,Niacina (mg):,0.1,
27,Vitamina A retinolo eq. (µg):,0,
28,Vitamina C (mg):,0,
29,Vitamina E (mg):,0,
