Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Biscotti,Biscuits and cakes,Sugary snacks
Grassi,"19,8 g","+8%18,3 g","+8%18,4 g","-11%22,3 g"
- Acidi Grassi saturi,"5,9 g","-18%7,2 g","-20%7,41 g","-46%10,9 g"
Carboidrati,"64,8 g","-3%66,6 g","0%64,7 g","+10%58,8 g"
- Zuccheri,25 g,"+5%23,9 g","+2%24,4 g","-7%26,8 g"
Fibra alimentare,5 g,"+27%3,94 g","+29%3,88 g","+14%4,39 g"
Proteine,"7,4 g","+6%6,99 g","+6%6,99 g","+3%7,15 g"
Sale,"1,905 g","+215%0,604 g","+222%0,591 g","+304%0,472 g"
Sodio,"0,75 g","+215%0,238 g","+222%0,233 g","+304%0,186 g"
Nutrition score - France,18,"+22%14,8","+18%15,2","+8%16,7"
Nutri-Score,D,D,D,D
