,0,1,2
1,Parte edibile (%):,100,
2,Acqua (g):,63.5,
3,Proteine (g):,9.7,
4,Lipidi(g):,1,
5,Colesterolo (mg):,0,
6,Carboidrati disponibili (g):,11.5,
7,Amido (g):,4.1,
8,Zuccheri solubili (g):,7,
9,Fibra totale (g):,6.4,
10,Fibra solubile (g):,0.64,
11,Fibra insolubile (g):,5.73,
12,Alcol (g):,0,
13,Energia (kcal):,91,
14,Energia (kJ):,380,
15,Sodio (mg):,,
16,Potassio (mg):,,
17,Ferro (mg):,,
18,Calcio (mg):,,
19,Fosforo (mg):,,
20,Magnesio (mg):,,
21,Zinco (mg):,,
22,Rame (mg):,,
23,Selenio (µg):,,
24,Tiamina (mg):,,
25,Riboflavina (mg):,,
26,Niacina (mg):,,
27,Vitamina A retinolo eq. (µg):,,
28,Vitamina C (mg):,0,
29,Vitamina E (mg):,,
