,0,1,2,3,4,5
1,"Note Alimento: Alimento interamente sostituito con ""Jam reduced sugar"".",,,,,
2,Categoria merceologica: 14005 - marmellate,,,,,
3,Componenti Alimentari,Valore,Fonte,Codice,Classe,Note
4,Contenuti in 100 g / unità,,,,,
5,COMPONENTI PRINCIPALI,,,,,
6,"Parte edibile, %",100,M,75,,
7,"Energia, ricalcolata, kJ",523,86,,,
8,"Energia, Ric con fibra, kJ",529,86,,,
9,"Energia, ricalcolata, kcal",123,86,,,
10,"Energia, Ric con fibra, kcal",124,86,,,
11,"Proteine totali, g",05,M,75,,
12,"Proteine animali, g",00,M,75,,
13,"Proteine vegetali, g",05,M,75,,
14,"Lipidi totali, g",01,M,75,,
15,"Lipidi animali, g",00,M,75,,
16,"Lipidi vegetali, g",01,M,75,,
17,"Colesterolo, mg",0,M,75,,
18,"Carboidrati disponibili (MSE), g",319,M,75,,
19,"Amido (MSE), g",00,M,75,,
20,"Carboidrati solubili (MSE), g",319,M,75,,
21,"Fibra alimentare totale, g",08,M,75,,metodo Englyst
22,"Alcol, g",00,M,75,,
23,"Acqua, g",653,M,75,,
24,MINERALI ed ELEMENTI IN TRACCIA,,,,,
25,"Ferro, mg",04,M,75,,
26,"Calcio, mg",19,M,75,,
27,"Sodio, mg",20,M,75,,
28,"Potassio, mg",120,M,75,,
29,"Fosforo, mg",15,M,75,,
30,"Zinco, mg",tr,M,75,,
31,VITAMINE IDROSOLUBILI,,,,,
32,"Vitamina B1, Tiamina, mg",tr,M,75,,
33,"Vitamina B2, Riboflavina, mg",tr,M,75,,
34,"Vitamina C, mg",26,M,75,,
35,"Niacina, mg",tr,M,75,,
36,"Vitamina B6, mg",tr,M,75,,
37,"Folati totali, µg",tr,M,75,,
38,VITAMINE LIPOSOLUBILI,,,,,
39,Retinolo equivalente,,,,,
40,"Retinolo eq. (RE), µg",4,M,75,,CALC
41,"Retinolo, µg",0,M,75,,
42,"ß-carotene eq., µg",26,M,75,,
43,"Vitamina E (ATE), mg",014,M,75,,
44,"Vitamina D, µg",000,M,75,,
45,ACIDI GRASSI,,,,,
46,"Acidi grassi saturi totali, g",tr,M,75,,
47,"Acidi grassi monoinsaturi totali, g",tr,M,75,,
48,"Acido oleico, g",tr,85,,,
49,"Acidi grassi polinsaturi totali, g",tr,M,75,,
50,"Acido linoleico, g",tr,85,,,
51,"Acido linolenico, g",tr,85,,,
52,"Altri acidi grassi polinsaturi, g",000,86,,,
