,0,1,2
1,Parte edibile (%):,100,
2,Acqua (g):,50.7,
3,Proteine (g):,20.9,
4,Lipidi(g):,23.7,
5,Colesterolo (mg):,78,
6,Carboidrati disponibili (g):,tr,
7,Amido (g):,0,
8,Zuccheri solubili (g):,tr,
9,Fibra totale (g):,0,
10,Fibra solubile (g):,0,
11,Fibra insolubile (g):,0,
12,Alcol (g):,0,
13,Energia (kcal):,297,
14,Energia (kJ):,1242,
15,Sodio (mg):,650,
16,Potassio (mg):,100,
17,Ferro (mg):,0.2,
18,Calcio (mg):,350,
19,Fosforo (mg):,310,
20,Magnesio (mg):,,
21,Zinco (mg):,,
22,Rame (mg):,,
23,Selenio (µg):,,
24,Tiamina (mg):,0.05,
25,Riboflavina (mg):,0.52,
26,Niacina (mg):,1,
27,Vitamina A retinolo eq. (µg):,283,
28,Vitamina C (mg):,tr,
29,Vitamina E (mg):,,
