,0,1,2,3,4,5
1,"Categoria merceologica: 9002 - pane, pane biscottato, pizza, focaccia, pasta per pane e pizza",,,,,
2,Componenti Alimentari,Valore,Fonte,Codice,Classe,Note
3,Contenuti in 100 g / unità,,,,,
4,COMPONENTI PRINCIPALI,,,,,
5,"Parte edibile, %",100,02,75,,
6,"Energia, ricalcolata, kJ",1046,86,,,
7,"Energia, Ric con fibra, kJ",1071,86,,,
8,"Energia, ricalcolata, kcal",247,86,,,
9,"Energia, Ric con fibra, kcal",253,86,,,
10,"Proteine totali, g",4.0,02,75,,
11,"Proteine animali, g",0.0,89,,,"per i nutrienti fonte 89 ALIMENTO SIMILE: ricetta ingredienti: farina (cod 11) 500g + pomodoro (cod 3001) 200g + lievito (cod 3003) 20g + media erbe arom in foglia (BDA) 10g + olio oliva (cod 901) 40g + sale (cod 8021) 4g acqua=30.1g, lip=5.96g, prot=8.79g, GD=55.1g per suddivisione anim/veg prot anim=0, prot veg=8.48g; lip anim=0, lip veg=5.95g"
12,"Proteine vegetali, g",3.9,89,,,
13,"Lipidi totali, g",4.0,02,75,,
14,"Lipidi animali, g",0.0,89,,,
15,"Lipidi vegetali, g",4.0,89,,,
16,"Colesterolo, mg",0,89,,,
17,"Carboidrati disponibili (MSE), g",51.9,02,75,,
18,"Amido (MSE), g",35.4,02,75,,
19,"Carboidrati solubili (MSE), g",12.6,02,75,,
20,"Fibra alimentare totale, g",3.1,89,,,
21,"Alcol, g",0.0,02,75,,
22,"Acqua, g",40.5,02,75,,
23,MINERALI ed ELEMENTI IN TRACCIA,,,,,
24,"Ferro, mg",tr,02,75,,
25,"Calcio, mg",12,02,75,,
26,"Sodio, mg",210,89,,,
27,"Potassio, mg",176,89,,,
28,"Fosforo, mg",49,02,75,,
29,"Zinco, mg",0.70,89,,,
30,VITAMINE IDROSOLUBILI,,,,,
31,"Vitamina B1, Tiamina, mg",0.23,89,,,
32,"Vitamina B2, Riboflavina, mg",0.10,89,,,
33,"Vitamina C, mg",0,02,75,,
34,"Niacina, mg",1.90,89,,,
35,"Vitamina B6, mg",0.23,89,,,
36,"Folati totali, µg",62,89,,,
37,VITAMINE LIPOSOLUBILI,,,,,
38,Retinolo equivalente,,,,,
39,"Retinolo eq. (RE), µg",61,89,,,in tab INN RE=0
40,"Retinolo, µg",0,89,,,
41,"ß-carotene eq., µg",363,89,,,
42,"Vitamina E (ATE), mg",1.83,89,,,
43,"Vitamina D, µg",0.00,89,,,
44,ACIDI GRASSI,,,,,
45,"Acidi grassi saturi totali, g",0.68,89,,,RIPR lip=5.96g saturi=1.01g 18:1=3.9g mono=3.94g 18:2=0.82g 18:3=0.08g altri PUFA=0 PUFA=0.9g
46,"Acidi grassi monoinsaturi totali, g",2.64,89,,,
47,"Acido oleico, g",2.62,89,,,
48,"Acidi grassi polinsaturi totali, g",0.60,89,,,
49,"Acido linoleico, g",0.55,89,,,
50,"Acido linolenico, g",0.05,89,,,
51,"Altri acidi grassi polinsaturi, g",0.00,86,,,
