,0,1,2,3,4,5
1,"Note Alimento: Tipico della Campania, in realtà è un tipo di insaccato prodotto in tutto il meridione e diffuso anche al nord; ha un impasto composto da carne magra suina (eventualmente addizionata dii un 20% di carne bovina) e un terzo di grasso suino duro, spezie, aglio ed altri aromi, tra i quali spicca quasi sempre il peperoncino, al quale si deve il caratteristico sapore piccante e il colore rosso vivo. Si insacca in budello naturale o artificiale, con lunghezze dai 30 ai 35 centimentri. Viene affumicato affumicato con fumo di legna che gli conferisce ulteriore aroma. Stagiona al minimo per un mese (calibri inferiori ai 5 cm). A seconda della quantità di peperoncino presente nella concia, si distingue in dolce, forte e piccante. (da www.unibon.it)",,,,,
2,Categoria merceologica: 10003 - insaccati e salumi,,,,,
3,Componenti Alimentari,Valore,Fonte,Codice,Classe,Note
4,Contenuti in 100 g / unità,,,,,
5,COMPONENTI PRINCIPALI,,,,,
6,"Parte edibile, %",100,H,,,
7,"Energia, ricalcolata, kJ",1491,86,,,
8,"Energia, Ric con fibra, kJ",1491,86,,,
9,"Energia, ricalcolata, kcal",359,86,,,
10,"Energia, Ric con fibra, kcal",359,86,,,
11,"Proteine totali, g",267,H,,,
12,"Proteine animali, g",267,H,,,
13,"Proteine vegetali, g",00,H,,,
14,"Lipidi totali, g",273,H,,,
15,"Lipidi animali, g",273,H,,,
16,"Lipidi vegetali, g",00,H,,,
17,"Colesterolo, mg",86,H,,,
18,"Carboidrati disponibili (MSE), g",17,H,,,nota INN: calcolati per differenza
19,"Amido (MSE), g",00,H,,,
20,"Carboidrati solubili (MSE), g",17,H,,,
21,"Fibra alimentare totale, g",00,H,,,
22,"Alcol, g",00,H,,,
23,"Acqua, g",390,H,,,
24,MINERALI ed ELEMENTI IN TRACCIA,,,,,
25,"Ferro, mg",16,H,,,
26,"Calcio, mg",32,AA,110650,,
27,"Sodio, mg",1693,AA,110650,,
28,"Potassio, mg",494,AA,110650,,
29,"Fosforo, mg",356,AA,110640,2,"""Salame Milano"" acqua=35.5g, lip=31.1g, prot=26.7g"
30,"Zinco, mg",370,AA,110650,2,
31,"Magnesio, mg",32,AA,110650,2,
32,"Rame, mg",014,AA,110650,2,
33,"Selenio, µg",30,AA,110650,,
34,"Cloro, mg",3270,K,110,2,"""Salami"" acqua 33,7, prot 20,7, lip 39,2"
35,"Iodio, µg",15,K,110,2,
36,"Manganese, mg",004,K,110,2,
37,"Zolfo, mg",193,Y,6680,2,"""Dry sausage, salami type"" acqua 33,2, prot 21,2, lip 38,1"
38,VITAMINE IDROSOLUBILI,,,,,
39,"Vitamina B1, Tiamina, mg",016,H,,,
40,"Vitamina B2, Riboflavina, mg",014,H,,,
41,"Vitamina C, mg",tr,AO,110650,,
42,"Niacina, mg",250,A,110640,2,
43,"Vitamina B6, mg",036,K,110,2,
44,"Folati totali, µg",3,K,110,2,
45,"Acido pantotenico, mg",166,K,110,2,
46,"Biotina, µg",70,K,110,2,
47,"Vitamina B12, µg",20,K,110,2,
48,VITAMINE LIPOSOLUBILI,,,,,
49,Retinolo equivalente,,,,,
50,"Retinolo eq. (RE), µg",0,AO,110650,,
51,"Retinolo, µg",0,AO,110650,,
52,"ß-carotene eq., µg",0,H,,,
53,"Vitamina E (ATE), mg",023,K,110,2,
54,"Vitamina D, µg",090,K,78,2,"""Pork sausages, chilled, raw"" acqua 51,5, prot 11,8, lip 22,7"
55,ACIDI GRASSI,,,,,
56,"Acidi grassi saturi totali, g",804,H,APP,,
57,"Somma degli acidi butirrico, caproico, caprilico e caprico, g",000,AA,110650,,
58,"Acido laurico, g",000,AA,110650,,
59,"Acido miristico, g",035,AA,110650,,
60,"Acido palmitico, g",477,AA,110650,,
61,"Acido stearico, g",263,AA,110650,,
62,"Acido arachidico, g",029,AA,110650,,
63,"Acido beenico, g",000,AA,110650,,
64,"Acidi grassi monoinsaturi totali, g",1202,H,APP,,
65,"Acido miristoleico, g",000,AA,110650,,
66,"Acido palmitoleico, g",064,AA,110650,,
67,"Acido oleico, g",1069,H,APP,,
68,"Acidi eicosenoico, g",069,AA,110650,,
69,"Acido erucico, g",000,AA,110650,,
70,"Acidi grassi polinsaturi totali, g",489,H,APP,,
71,"Acido linoleico, g",410,H,APP,,
72,"Acido linolenico, g",020,H,APP,,
73,"Acido arachidonico, g",034,AA,110650,,
74,"Acido eicosapentaenoico (EPA), g",025,AA,110650,,
75,"Acido decosaesaenoico (DHA), g",000,AA,110650,,
76,"Altri acidi grassi polinsaturi, g",000,86,,,
77,AMINOACIDI,,,,,
78,"Triptofano, mg",291,AA,110650,,
79,"Treonina, mg",1186,AA,110650,,
80,"Isoleucina, mg",1320,AA,110650,,
81,"Leucina, mg",2245,AA,110650,,
82,"Lisina, mg",2330,AA,110650,,
83,"Metionina, mg",706,AA,110650,,
84,"Cistina, mg",301,AA,110650,,
85,"Fenilalanina, mg",1157,AA,110650,,
86,"Tirosina, mg",1053,AA,110650,,
87,"Valina, mg",1397,AA,110650,,
88,"Arginina, mg",1608,AA,110650,,
89,"Istidina, mg",989,AA,110650,,
90,"Alanina, mg",1645,AA,110650,,
91,"Acido aspartico, mg",2599,AA,110650,,
92,"Acido glutammico, mg",4159,AA,110650,,
93,"Glicina, mg",1213,AA,110650,,
94,"Prolina, mg",1082,AA,110650,,
95,"Serina, mg",1114,AA,110650,,
96,ZUCCHERI,,,,,
97,"Glucosio, g",17,87,,,
98,"Fruttosio, g",00,87,,,
99,"Galattosio, g",00,87,,,
100,"Saccarosio (MSE), g",00,87,,,
101,"Maltosio (MSE), g",00,87,,,
102,"Lattosio (MSE), g",00,87,,,
