,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,627,componenti principali
2,"Energia,  Ric con fibra", kJ,626,componenti principali
3,"Energia,  ricalcolata", kcal,149,componenti principali
4,"Energia,  Ric con fibra", kcal,149,componenti principali
5,Proteine totali, g,"21,3",componenti principali
6,   Proteine animali, g,"21,3",componenti principali
7,   Proteine vegetali, g,"0,0",componenti principali
8,Lipidi totali, g,"6,8",componenti principali
9,   Lipidi animali, g,"6,8",componenti principali
10,   Lipidi vegetali, g,"0,0",componenti principali
11,Colesterolo, mg,75,componenti principali
12,Carboidrati disponibili (MSE), g,"0,8",componenti principali
13,   Amido (MSE), g,"0,0",componenti principali
14,   Carboidrati solubili (MSE), g,"0,8",componenti principali
15,Fibra alimentare totale, g,"0,0",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"69,9",componenti principali
18,Ferro, mg,"1,6",minerali ed elementi in traccia
19,Calcio, mg,30,minerali ed elementi in traccia
20,Sodio, mg,119,minerali ed elementi in traccia
21,Potassio, mg,258,minerali ed elementi in traccia
22,Fosforo, mg,1150,minerali ed elementi in traccia
23,Zinco, mg,"0,48",minerali ed elementi in traccia
24,Magnesio, mg,31,minerali ed elementi in traccia
25,Rame, mg,"0,02",minerali ed elementi in traccia
26,Selenio, µg,"37,0",minerali ed elementi in traccia
27,Cloro, mg,130,minerali ed elementi in traccia
28,Iodio, µg,29,minerali ed elementi in traccia
29,Manganese, mg,"0,01",minerali ed elementi in traccia
30,Zolfo, mg,200,minerali ed elementi in traccia
31,"Vitamina B1,  Tiamina", mg,"0,16",vitamine idrosolubili
32,"Vitamina B2,  Riboflavina", mg,"0,23",vitamine idrosolubili
33,Vitamina C, mg,0,vitamine idrosolubili
34,Niacina, mg,"4,30",vitamine idrosolubili
35,Vitamina B6, mg,"0,30",vitamine idrosolubili
36,Folati totali, µg,9,vitamine idrosolubili
37,Acido pantotenico, mg,"0,75",vitamine idrosolubili
38,Biotina, µg,"6,0",vitamine idrosolubili
39,Vitamina B12, µg,"0,6",vitamine idrosolubili
40,   Retinolo eq. (RE), µg,97,retinolo equivalente
41,   Retinolo, µg,97,retinolo equivalente
42,   ß-carotene eq., µg,tr,retinolo equivalente
43,Vitamina E (ATE), mg,"0,50",retinolo equivalente
44,Vitamina D, µg,"11,00",retinolo equivalente
45,Acidi grassi saturi totali, g,"1,44",acidi grassi
46,"Somma degli acidi butirrico,  caproico,  caprilico e caprico", g,"0,00",acidi grassi
47,Acido laurico, g,"0,00",acidi grassi
48,Acido miristico, g,"0,34",acidi grassi
49,Acido palmitico, g,"0,91",acidi grassi
50,Acido stearico, g,"0,19",acidi grassi
51,Acido arachidico, g,"0,00",acidi grassi
52,Acido beenico, g,"0,00",acidi grassi
53,Acidi grassi monoinsaturi totali, g,"2,13",acidi grassi
54,Acido miristoleico, g,"0,00",acidi grassi
55,Acido palmitoleico, g,"0,57",acidi grassi
56,Acido oleico, g,"1,12",acidi grassi
57,Acidi eicosenoico, g,"0,37",acidi grassi
58,Acido erucico, g,"0,07",acidi grassi
59,Acidi grassi polinsaturi totali, g,"2,56",acidi grassi
60,Acido linoleico, g,"0,37",acidi grassi
61,Acido linolenico, g,"0,02",acidi grassi
62,Acido arachidonico, g,"0,37",acidi grassi
63,Acido eicosapentaenoico (EPA), g,"0,48",acidi grassi
64,Acido decosaesaenoico (DHA), g,"0,78",acidi grassi
65,Altri acidi grassi polinsaturi, g,"0,54",acidi grassi
66,Triptofano, mg,238,aminoacidi
67,Treonina, mg,933,aminoacidi
68,Isoleucina, mg,981,aminoacidi
69,Leucina, mg,1731,aminoacidi
70,Lisina, mg,1955,aminoacidi
71,Metionina, mg,631,aminoacidi
72,Cistina, mg,229,aminoacidi
73,Fenilalanina, mg,831,aminoacidi
74,Tirosina, mg,719,aminoacidi
75,Valina, mg,1097,aminoacidi
76,Arginina, mg,1274,aminoacidi
77,Istidina, mg,626,aminoacidi
78,Alanina, mg,1288,aminoacidi
79,Acido aspartico, mg,2181,aminoacidi
80,Acido glutammico, mg,3179,aminoacidi
81,Glicina, mg,1022,aminoacidi
82,Prolina, mg,753,aminoacidi
83,Serina, mg,869,aminoacidi
84,Glucosio, g,"0,8",zuccheri
85,Fruttosio, g,"0,0",zuccheri
86,Galattosio, g,"0,0",zuccheri
87,Saccarosio (MSE), g,"0,0",zuccheri
88,Maltosio (MSE), g,"0,0",zuccheri
89,Lattosio (MSE), g,"0,0",zuccheri
