,components,unit,value,section
0,Parte edibile, %,84,componenti principali
1,"Energia,  ricalcolata", kJ,585,componenti principali
2,"Energia,  Ric con fibra", kJ,620,componenti principali
3,"Energia,  ricalcolata", kcal,142,componenti principali
4,"Energia,  Ric con fibra", kcal,151,componenti principali
5,Proteine totali, g,"0,8",componenti principali
6,   Proteine animali, g,"0,0",componenti principali
7,   Proteine vegetali, g,"0,8",componenti principali
8,Lipidi totali, g,"15,0",componenti principali
9,   Lipidi animali, g,"0,0",componenti principali
10,   Lipidi vegetali, g,"15,0",componenti principali
11,Colesterolo, mg,0,componenti principali
12,Carboidrati disponibili (MSE), g,"1,0",componenti principali
13,   Amido (MSE), g,"0,0",componenti principali
14,   Carboidrati solubili (MSE), g,"1,0",componenti principali
15,Fibra alimentare totale, g,"4,4",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"76,8",componenti principali
18,Ferro, mg,"1,6",minerali ed elementi in traccia
19,Calcio, mg,64,minerali ed elementi in traccia
20,Sodio, mg,54,minerali ed elementi in traccia
21,Potassio, mg,432,minerali ed elementi in traccia
22,Fosforo, mg,14,minerali ed elementi in traccia
23,Zinco, mg,"0,40",minerali ed elementi in traccia
24,"Vitamina B1,  Tiamina", mg,"0,03",vitamine idrosolubili
25,"Vitamina B2,  Riboflavina", mg,"0,08",vitamine idrosolubili
26,Vitamina C, mg,0,vitamine idrosolubili
27,Niacina, mg,"0,50",vitamine idrosolubili
28,Vitamina B6, mg,"0,02",vitamine idrosolubili
29,Folati totali, µg,tr,vitamine idrosolubili
30,   Retinolo eq. (RE), µg,48,retinolo equivalente
31,   Retinolo, µg,0,retinolo equivalente
32,   ß-carotene eq., µg,288,retinolo equivalente
33,Vitamina E (ATE), mg,"1,99",retinolo equivalente
34,Vitamina D, µg,"0,00",retinolo equivalente
35,Acidi grassi saturi totali, g,"2,10",acidi grassi
36,Acidi grassi monoinsaturi totali, g,"10,47",acidi grassi
37,Acido oleico, g,"10,32",acidi grassi
38,Acidi grassi polinsaturi totali, g,"1,68",acidi grassi
39,Acido linoleico, g,"1,58",acidi grassi
40,Acido linolenico, g,"0,10",acidi grassi
41,Altri acidi grassi polinsaturi, g,"0,00",acidi grassi
