,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,2218,componenti principali
2,"Energia,  Ric con fibra", kJ,2254,componenti principali
3,"Energia,  ricalcolata", kcal,531,componenti principali
4,"Energia,  Ric con fibra", kcal,540,componenti principali
5,Proteine totali, g,"7,0",componenti principali
6,   Proteine animali, g,"0,0",componenti principali
7,   Proteine vegetali, g,"7,0",componenti principali
8,Lipidi totali, g,"34,6",componenti principali
9,   Lipidi animali, g,"0,0",componenti principali
10,   Lipidi vegetali, g,"34,6",componenti principali
11,Colesterolo, mg,0,componenti principali
12,Carboidrati disponibili (MSE), g,"51,2",componenti principali
13,   Amido (MSE), g,"50,5",componenti principali
14,   Carboidrati solubili (MSE), g,"0,7",componenti principali
15,Fibra alimentare totale, g,"4,5",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"1,9",componenti principali
18,Ferro, mg,"1,6",minerali ed elementi in traccia
19,Calcio, mg,24,minerali ed elementi in traccia
20,Sodio, mg,594,minerali ed elementi in traccia
21,Potassio, mg,1275,minerali ed elementi in traccia
22,Fosforo, mg,165,minerali ed elementi in traccia
23,Zinco, mg,"1,10",minerali ed elementi in traccia
24,"Vitamina B1,  Tiamina", mg,"0,17",vitamine idrosolubili
25,"Vitamina B2,  Riboflavina", mg,"0,20",vitamine idrosolubili
26,Vitamina C, mg,31,vitamine idrosolubili
27,Niacina, mg,"3,80",vitamine idrosolubili
28,Vitamina B6, mg,"0,66",vitamine idrosolubili
29,Folati totali, µg,45,vitamine idrosolubili
30,   Retinolo eq. (RE), µg,0,retinolo equivalente
31,   Retinolo, µg,0,retinolo equivalente
32,   ß-carotene eq., µg,0,retinolo equivalente
33,Vitamina E (ATE), mg,"4,88",retinolo equivalente
34,Vitamina D, µg,"0,00",retinolo equivalente
35,Acidi grassi saturi totali, g,"10,96",acidi grassi
36,Acidi grassi monoinsaturi totali, g,"9,84",acidi grassi
37,Acido oleico, g,"9,51",acidi grassi
38,Acidi grassi polinsaturi totali, g,"12,17",acidi grassi
39,Acido linoleico, g,"11,98",acidi grassi
40,Acido linolenico, g,"0,19",acidi grassi
41,Altri acidi grassi polinsaturi, g,"0,00",acidi grassi
