,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,250,componenti principali
2,"Energia,  Ric con fibra", kJ,250,componenti principali
3,"Energia,  ricalcolata", kcal,60,componenti principali
4,"Energia,  Ric con fibra", kcal,60,componenti principali
5,Proteine totali, g,"3,6",componenti principali
6,   Proteine animali, g,"3,6",componenti principali
7,   Proteine vegetali, g,"0,0",componenti principali
8,Lipidi totali, g,"2,9",componenti principali
9,   Lipidi animali, g,"2,9",componenti principali
10,   Lipidi vegetali, g,"0,0",componenti principali
11,Colesterolo, mg,8,componenti principali
12,Carboidrati disponibili (MSE), g,"5,1",componenti principali
13,   Amido (MSE), g,"0,0",componenti principali
14,   Carboidrati solubili (MSE), g,"5,1",componenti principali
15,Fibra alimentare totale, g,"0,0",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"87,5",componenti principali
18,Ferro, mg,"0,1",minerali ed elementi in traccia
19,Calcio, mg,124,minerali ed elementi in traccia
20,Sodio, mg,60,minerali ed elementi in traccia
21,Potassio, mg,251,minerali ed elementi in traccia
22,Fosforo, mg,105,minerali ed elementi in traccia
23,Zinco, mg,"0,40",minerali ed elementi in traccia
24,Magnesio, mg,14,minerali ed elementi in traccia
25,Rame, mg,"0,01",minerali ed elementi in traccia
26,Selenio, µg,"1,0",minerali ed elementi in traccia
27,Cloro, mg,130,minerali ed elementi in traccia
28,Iodio, µg,63,minerali ed elementi in traccia
29,Manganese, mg,tr,minerali ed elementi in traccia
30,Zolfo, mg,53,minerali ed elementi in traccia
31,"Vitamina B1,  Tiamina", mg,"0,03",vitamine idrosolubili
32,"Vitamina B2,  Riboflavina", mg,"0,13",vitamine idrosolubili
33,Vitamina C, mg,0,vitamine idrosolubili
34,Niacina, mg,"0,26",vitamine idrosolubili
35,Vitamina B6, mg,"0,06",vitamine idrosolubili
36,Folati totali, µg,7,vitamine idrosolubili
37,Acido pantotenico, mg,"0,23",vitamine idrosolubili
38,Biotina, µg,"0,5",vitamine idrosolubili
39,Vitamina B12, µg,tr,vitamine idrosolubili
40,   Retinolo eq. (RE), µg,196,retinolo equivalente
41,   Retinolo, µg,196,retinolo equivalente
42,   ß-carotene eq., µg,tr,retinolo equivalente
43,Vitamina E (ATE), mg,"0,02",retinolo equivalente
44,Vitamina D, µg,"0,24",retinolo equivalente
45,Acidi grassi saturi totali, g,"1,87",acidi grassi
46,"Somma degli acidi butirrico,  caproico,  caprilico e caprico", g,"0,41",acidi grassi
47,Acido laurico, g,"0,09",acidi grassi
48,Acido miristico, g,"0,23",acidi grassi
49,Acido palmitico, g,"0,64",acidi grassi
50,Acido stearico, g,"0,31",acidi grassi
51,Acidi grassi monoinsaturi totali, g,"0,78",acidi grassi
52,Acido palmitoleico, g,"0,06",acidi grassi
53,Acido oleico, g,"0,68",acidi grassi
54,Acidi eicosenoico, g,"0,00",acidi grassi
55,Acido erucico, g,"0,00",acidi grassi
56,Acidi grassi polinsaturi totali, g,"0,10",acidi grassi
57,Acido linoleico, g,"0,08",acidi grassi
58,Acido linolenico, g,"0,03",acidi grassi
59,Acido arachidonico, g,"0,00",acidi grassi
60,Acido eicosapentaenoico (EPA), g,"0,00",acidi grassi
61,Acido decosaesaenoico (DHA), g,"0,00",acidi grassi
62,Altri acidi grassi polinsaturi, g,"0,00",acidi grassi
63,Triptofano, mg,44,aminoacidi
64,Treonina, mg,163,aminoacidi
65,Isoleucina, mg,207,aminoacidi
66,Leucina, mg,314,aminoacidi
67,Lisina, mg,290,aminoacidi
68,Metionina, mg,80,aminoacidi
69,Cistina, mg,46,aminoacidi
70,Fenilalanina, mg,155,aminoacidi
71,Tirosina, mg,179,aminoacidi
72,Valina, mg,240,aminoacidi
73,Arginina, mg,119,aminoacidi
74,Istidina, mg,89,aminoacidi
75,Alanina, mg,118,aminoacidi
76,Acido aspartico, mg,210,aminoacidi
77,Acido glutammico, mg,626,aminoacidi
78,Glicina, mg,50,aminoacidi
79,Prolina, mg,368,aminoacidi
80,Serina, mg,181,aminoacidi
81,Glucosio, g,"0,0",zuccheri
82,Fruttosio, g,"0,0",zuccheri
83,Galattosio, g,"3,4",zuccheri
84,Saccarosio (MSE), g,"0,0",zuccheri
85,Maltosio (MSE), g,"0,0",zuccheri
86,Lattosio (MSE), g,"1,7",zuccheri
