,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,1312,componenti principali
2,"Energia,  Ric con fibra", kJ,1322,componenti principali
3,"Energia,  ricalcolata", kcal,310,componenti principali
4,"Energia,  Ric con fibra", kcal,313,componenti principali
5,Proteine totali, g,"12,2",componenti principali
6,   Proteine animali, g,"9,0",componenti principali
7,   Proteine vegetali, g,"3,2",componenti principali
8,Lipidi totali, g,"7,1",componenti principali
9,   Lipidi animali, g,"6,9",componenti principali
10,   Lipidi vegetali, g,"0,3",componenti principali
11,Colesterolo, mg,177,componenti principali
12,Carboidrati disponibili (MSE), g,"52,6",componenti principali
13,   Amido (MSE), g,"50,3",componenti principali
14,   Carboidrati solubili (MSE), g,"2,3",componenti principali
15,Fibra alimentare totale, g,"1,3",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"28,2",componenti principali
18,Ferro, mg,"1,6",minerali ed elementi in traccia
19,Calcio, mg,146,minerali ed elementi in traccia
20,Sodio, mg,264,minerali ed elementi in traccia
21,Potassio, mg,190,minerali ed elementi in traccia
22,Fosforo, mg,236,minerali ed elementi in traccia
23,Zinco, mg,"2,30",minerali ed elementi in traccia
24,"Vitamina B1,  Tiamina", mg,"0,21",vitamine idrosolubili
25,"Vitamina B2,  Riboflavina", mg,"0,15",vitamine idrosolubili
26,Vitamina C, mg,0,vitamine idrosolubili
27,Niacina, mg,"1,82",vitamine idrosolubili
28,Vitamina B6, mg,"0,22",vitamine idrosolubili
29,Folati totali, µg,25,vitamine idrosolubili
30,   Retinolo eq. (RE), µg,104,retinolo equivalente
31,   Retinolo, µg,96,retinolo equivalente
32,   ß-carotene eq., µg,49,retinolo equivalente
33,Vitamina E (ATE), mg,"0,56",retinolo equivalente
34,Vitamina D, µg,"0,70",retinolo equivalente
35,Acidi grassi saturi totali, g,"3,19",acidi grassi
36,Acidi grassi monoinsaturi totali, g,"2,53",acidi grassi
37,Acido oleico, g,"2,28",acidi grassi
38,Acidi grassi polinsaturi totali, g,"0,75",acidi grassi
39,Acido linoleico, g,"0,65",acidi grassi
40,Acido linolenico, g,"0,08",acidi grassi
41,Altri acidi grassi polinsaturi, g,"0,02",acidi grassi
