,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,973,componenti principali
2,"Energia,  Ric con fibra", kJ,990,componenti principali
3,"Energia,  ricalcolata", kcal,236,componenti principali
4,"Energia,  Ric con fibra", kcal,240,componenti principali
5,Proteine totali, g,"2,3",componenti principali
6,   Proteine animali, g,"0,0",componenti principali
7,   Proteine vegetali, g,"2,3",componenti principali
8,Lipidi totali, g,"23,8",componenti principali
9,   Lipidi animali, g,"0,0",componenti principali
10,   Lipidi vegetali, g,"23,8",componenti principali
11,Colesterolo, mg,0,componenti principali
12,Carboidrati disponibili (MSE), g,"3,3",componenti principali
13,   Amido (MSE), g,"0,0",componenti principali
14,   Carboidrati solubili (MSE), g,"3,3",componenti principali
15,Fibra alimentare totale, g,"2,2",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"67,6",componenti principali
18,Ferro, mg,"1,6",minerali ed elementi in traccia
19,Calcio, mg,16,minerali ed elementi in traccia
20,Sodio, mg,15,minerali ed elementi in traccia
21,Potassio, mg,263,minerali ed elementi in traccia
22,Fosforo, mg,100,minerali ed elementi in traccia
23,Zinco, mg,"0,67",minerali ed elementi in traccia
24,Magnesio, mg,37,minerali ed elementi in traccia
25,Rame, mg,"0,27",minerali ed elementi in traccia
26,Selenio, µg,"6,2",minerali ed elementi in traccia
27,Cloro, mg,92,minerali ed elementi in traccia
28,Iodio, µg,1,minerali ed elementi in traccia
29,Manganese, mg,"0,92",minerali ed elementi in traccia
30,Zolfo, mg,37,minerali ed elementi in traccia
31,"Vitamina B1,  Tiamina", mg,"0,03",vitamine idrosolubili
32,"Vitamina B2,  Riboflavina", mg,"0,00",vitamine idrosolubili
33,Vitamina C, mg,3,vitamine idrosolubili
34,Niacina, mg,"0,76",vitamine idrosolubili
35,Vitamina B6, mg,"0,03",vitamine idrosolubili
36,Folati totali, µg,16,vitamine idrosolubili
37,Acido pantotenico, mg,"0,18",vitamine idrosolubili
38,Biotina, µg,"2,2",vitamine idrosolubili
39,Vitamina B12, µg,"0,0",vitamine idrosolubili
40,   Retinolo eq. (RE), µg,0,retinolo equivalente
41,   Retinolo, µg,0,retinolo equivalente
42,   ß-carotene eq., µg,0,retinolo equivalente
43,Vitamina E (ATE), mg,"0,15",retinolo equivalente
44,Vitamina D, µg,"0,00",retinolo equivalente
45,Vitamina K, µg,"0,10",retinolo equivalente
46,Acidi grassi saturi totali, g,"21,14",acidi grassi
47,"Somma degli acidi butirrico,  caproico,  caprilico e caprico", g,"3,13",acidi grassi
48,Acido laurico, g,"10,58",acidi grassi
49,Acido miristico, g,"4,18",acidi grassi
50,Acido palmitico, g,"2,02",acidi grassi
51,Acido stearico, g,"1,23",acidi grassi
52,Acidi grassi monoinsaturi totali, g,"1,01",acidi grassi
53,Acido palmitoleico, g,"0,00",acidi grassi
54,Acido oleico, g,"1,01",acidi grassi
55,Acidi eicosenoico, g,"0,00",acidi grassi
56,Acido erucico, g,"0,00",acidi grassi
57,Acidi grassi polinsaturi totali, g,"0,26",acidi grassi
58,Acido linoleico, g,"0,26",acidi grassi
59,Acido linolenico, g,"0,00",acidi grassi
60,Acido arachidonico, g,"0,00",acidi grassi
61,Acido eicosapentaenoico (EPA), g,"0,00",acidi grassi
62,Acido decosaesaenoico (DHA), g,"0,00",acidi grassi
63,Altri acidi grassi polinsaturi, g,"0,00",acidi grassi
64,Triptofano, mg,27,aminoacidi
65,Treonina, mg,83,aminoacidi
66,Isoleucina, mg,90,aminoacidi
67,Leucina, mg,170,aminoacidi
68,Lisina, mg,101,aminoacidi
69,Metionina, mg,43,aminoacidi
70,Cistina, mg,45,aminoacidi
71,Fenilalanina, mg,116,aminoacidi
72,Tirosina, mg,71,aminoacidi
73,Valina, mg,139,aminoacidi
74,Arginina, mg,376,aminoacidi
75,Istidina, mg,53,aminoacidi
76,Alanina, mg,117,aminoacidi
77,Acido aspartico, mg,224,aminoacidi
78,Acido glutammico, mg,524,aminoacidi
79,Glicina, mg,108,aminoacidi
80,Prolina, mg,95,aminoacidi
81,Serina, mg,118,aminoacidi
82,Glucosio, g,tr,zuccheri
83,Fruttosio, g,"0,1",zuccheri
84,Galattosio, g,"0,0",zuccheri
85,Saccarosio (MSE), g,"3,2",zuccheri
86,Maltosio (MSE), g,"0,0",zuccheri
87,Lattosio (MSE), g,"0,0",zuccheri
