,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,1811,componenti principali
2,"Energia,  Ric con fibra", kJ,1834,componenti principali
3,"Energia,  ricalcolata", kcal,428,componenti principali
4,"Energia,  Ric con fibra", kcal,434,componenti principali
5,Proteine totali, g,"9,4",componenti principali
6,   Proteine animali, g,"0,0",componenti principali
7,   Proteine vegetali, g,"9,4",componenti principali
8,Lipidi totali, g,"10,0",componenti principali
9,   Lipidi animali, g,"0,0",componenti principali
10,   Lipidi vegetali, g,"10,0",componenti principali
11,Colesterolo, mg,0,componenti principali
12,Carboidrati disponibili (MSE), g,"80,1",componenti principali
13,   Amido (MSE), g,"77,5",componenti principali
14,   Carboidrati solubili (MSE), g,"2,6",componenti principali
15,Fibra alimentare totale, g,"2,8",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"6,0",componenti principali
18,Ferro, mg,"1,7",minerali ed elementi in traccia
19,Calcio, mg,110,minerali ed elementi in traccia
20,Sodio, mg,879,minerali ed elementi in traccia
21,Potassio, mg,120,minerali ed elementi in traccia
22,Fosforo, mg,110,minerali ed elementi in traccia
23,Zinco, mg,"0,70",minerali ed elementi in traccia
24,"Vitamina B1,  Tiamina", mg,"0,23",vitamine idrosolubili
25,"Vitamina B2,  Riboflavina", mg,"0,05",vitamine idrosolubili
26,Vitamina C, mg,0,vitamine idrosolubili
27,Niacina, mg,"1,70",vitamine idrosolubili
28,Vitamina B6, mg,"0,12",vitamine idrosolubili
29,Folati totali, µg,22,vitamine idrosolubili
30,   Retinolo eq. (RE), µg,0,retinolo equivalente
31,   Retinolo, µg,0,retinolo equivalente
32,   ß-carotene eq., µg,0,retinolo equivalente
33,Vitamina E (ATE), mg,"1,30",retinolo equivalente
34,Vitamina D, µg,"0,00",retinolo equivalente
35,Acidi grassi saturi totali, g,"1,92",acidi grassi
36,Acidi grassi monoinsaturi totali, g,"4,26",acidi grassi
37,Acido oleico, g,"4,18",acidi grassi
38,Acidi grassi polinsaturi totali, g,"3,27",acidi grassi
39,Acido linoleico, g,"3,05",acidi grassi
40,Acido linolenico, g,"0,23",acidi grassi
41,Altri acidi grassi polinsaturi, g,"0,00",acidi grassi
