,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,1494,componenti principali
2,"Energia,  Ric con fibra", kJ,1494,componenti principali
3,"Energia,  ricalcolata", kcal,361,componenti principali
4,"Energia,  Ric con fibra", kcal,361,componenti principali
5,Proteine totali, g,"19,1",componenti principali
6,   Proteine animali, g,"19,1",componenti principali
7,   Proteine vegetali, g,"0,0",componenti principali
8,Lipidi totali, g,"31,6",componenti principali
9,   Lipidi animali, g,"31,6",componenti principali
10,   Lipidi vegetali, g,"0,0",componenti principali
11,Colesterolo, mg,95,componenti principali
12,Carboidrati disponibili (MSE), g,"0,0",componenti principali
13,   Amido (MSE), g,"0,0",componenti principali
14,   Carboidrati solubili (MSE), g,"0,0",componenti principali
15,Fibra alimentare totale, g,"0,0",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"45,5",componenti principali
18,Ferro, mg,"1,5",minerali ed elementi in traccia
19,Calcio, mg,22,minerali ed elementi in traccia
20,Sodio, mg,762,minerali ed elementi in traccia
21,Potassio, mg,104,minerali ed elementi in traccia
22,Fosforo, mg,170,minerali ed elementi in traccia
23,Zinco, mg,"2,20",minerali ed elementi in traccia
24,Magnesio, mg,8,minerali ed elementi in traccia
25,Rame, mg,"0,10",minerali ed elementi in traccia
26,Selenio, µg,"1,0",minerali ed elementi in traccia
27,Cloro, mg,1660,minerali ed elementi in traccia
28,Iodio, µg,8,minerali ed elementi in traccia
29,Manganese, mg,"0,20",minerali ed elementi in traccia
30,Zolfo, mg,86,minerali ed elementi in traccia
31,"Vitamina B1,  Tiamina", mg,"0,26",vitamine idrosolubili
32,"Vitamina B2,  Riboflavina", mg,"0,21",vitamine idrosolubili
33,Vitamina C, mg,tr,vitamine idrosolubili
34,Niacina, mg,"3,00",vitamine idrosolubili
35,Vitamina B6, mg,"0,12",vitamine idrosolubili
36,Folati totali, µg,4,vitamine idrosolubili
37,Acido pantotenico, mg,"0,93",vitamine idrosolubili
38,Biotina, µg,"5,0",vitamine idrosolubili
39,Vitamina B12, µg,"1,0",vitamine idrosolubili
40,   Retinolo eq. (RE), µg,0,retinolo equivalente
41,   Retinolo, µg,0,retinolo equivalente
42,   ß-carotene eq., µg,0,retinolo equivalente
43,Vitamina E (ATE), mg,"0,92",retinolo equivalente
44,Vitamina D, µg,"1,10",retinolo equivalente
45,Acidi grassi saturi totali, g,"10,35",acidi grassi
46,"Somma degli acidi butirrico,  caproico,  caprilico e caprico", g,"0,00",acidi grassi
47,Acido laurico, g,"0,00",acidi grassi
48,Acido miristico, g,"0,46",acidi grassi
49,Acido palmitico, g,"6,63",acidi grassi
50,Acido stearico, g,"3,14",acidi grassi
51,Acido arachidico, g,"0,05",acidi grassi
52,Acido beenico, g,"0,00",acidi grassi
53,Acidi grassi monoinsaturi totali, g,"15,51",acidi grassi
54,Acido miristoleico, g,"0,00",acidi grassi
55,Acido palmitoleico, g,"1,04",acidi grassi
56,Acido oleico, g,"14,08",acidi grassi
57,Acidi eicosenoico, g,"0,31",acidi grassi
58,Acido erucico, g,"0,00",acidi grassi
59,Acidi grassi polinsaturi totali, g,"4,20",acidi grassi
60,Acido linoleico, g,"3,55",acidi grassi
61,Acido linolenico, g,"0,22",acidi grassi
62,Acido arachidonico, g,"0,20",acidi grassi
63,Acido eicosapentaenoico (EPA), g,"0,00",acidi grassi
64,Acido decosaesaenoico (DHA), g,"0,00",acidi grassi
65,Altri acidi grassi polinsaturi, g,"0,23",acidi grassi
66,Triptofano, mg,120,aminoacidi
67,Treonina, mg,627,aminoacidi
68,Isoleucina, mg,724,aminoacidi
69,Leucina, mg,1260,aminoacidi
70,Lisina, mg,1296,aminoacidi
71,Metionina, mg,322,aminoacidi
72,Cistina, mg,153,aminoacidi
73,Fenilalanina, mg,718,aminoacidi
74,Tirosina, mg,502,aminoacidi
75,Valina, mg,882,aminoacidi
76,Arginina, mg,1294,aminoacidi
77,Istidina, mg,374,aminoacidi
78,Alanina, mg,1502,aminoacidi
79,Acido aspartico, mg,1737,aminoacidi
80,Acido glutammico, mg,2562,aminoacidi
81,Glicina, mg,2421,aminoacidi
82,Prolina, mg,1499,aminoacidi
83,Serina, mg,768,aminoacidi
84,Glucosio, g,"0,0",zuccheri
85,Fruttosio, g,"0,0",zuccheri
86,Galattosio, g,"0,0",zuccheri
87,Saccarosio (MSE), g,"0,0",zuccheri
88,Maltosio (MSE), g,"0,0",zuccheri
89,Lattosio (MSE), g,"0,0",zuccheri
