,components,unit,value,section
0,Parte edibile, %,76,componenti principali
1,"Energia,  ricalcolata", kJ,483,componenti principali
2,"Energia,  Ric con fibra", kJ,521,componenti principali
3,"Energia,  ricalcolata", kcal,114,componenti principali
4,"Energia,  Ric con fibra", kcal,124,componenti principali
5,Proteine totali, g,"16,4",componenti principali
6,   Proteine animali, g,"0,0",componenti principali
7,   Proteine vegetali, g,"16,4",componenti principali
8,Lipidi totali, g,"2,4",componenti principali
9,   Lipidi animali, g,"0,0",componenti principali
10,   Lipidi vegetali, g,"2,4",componenti principali
11,Colesterolo, mg,0,componenti principali
12,Carboidrati disponibili (MSE), g,"7,2",componenti principali
13,   Amido (MSE), g,"6,7",componenti principali
14,   Carboidrati solubili (MSE), g,"0,5",componenti principali
15,Fibra alimentare totale, g,"4,8",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"69,0",componenti principali
18,Ferro, mg,"5,5",minerali ed elementi in traccia
19,Calcio, mg,45,minerali ed elementi in traccia
20,Sodio, mg,5,minerali ed elementi in traccia
21,Potassio, mg,351,minerali ed elementi in traccia
22,Fosforo, mg,100,minerali ed elementi in traccia
23,Zinco, mg,"1,60",minerali ed elementi in traccia
24,"Vitamina B1,  Tiamina", mg,"0,10",vitamine idrosolubili
25,"Vitamina B2,  Riboflavina", mg,"0,01",vitamine idrosolubili
26,Vitamina C, mg,2,vitamine idrosolubili
27,Niacina, mg,"0,20",vitamine idrosolubili
28,Vitamina B6, mg,"0,12",vitamine idrosolubili
29,Folati totali, µg,123,vitamine idrosolubili
30,   Retinolo eq. (RE), µg,9,retinolo equivalente
31,   Retinolo, µg,0,retinolo equivalente
32,   ß-carotene eq., µg,54,retinolo equivalente
33,Vitamina D, µg,"0,00",retinolo equivalente
34,Acidi grassi saturi totali, g,"0,28",acidi grassi
35,Acidi grassi monoinsaturi totali, g,"0,97",acidi grassi
36,Acido oleico, g,"0,88",acidi grassi
37,Acidi grassi polinsaturi totali, g,"0,60",acidi grassi
38,Acido linoleico, g,"0,49",acidi grassi
39,Acido linolenico, g,"0,11",acidi grassi
40,Altri acidi grassi polinsaturi, g,"0,00",acidi grassi
