,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,850,componenti principali
2,"Energia,  Ric con fibra", kJ,850,componenti principali
3,"Energia,  ricalcolata", kcal,206,componenti principali
4,"Energia,  Ric con fibra", kcal,206,componenti principali
5,Proteine totali, g,"2,8",componenti principali
6,   Proteine animali, g,"2,8",componenti principali
7,   Proteine vegetali, g,"0,0",componenti principali
8,Lipidi totali, g,"20,0",componenti principali
9,   Lipidi animali, g,"20,0",componenti principali
10,   Lipidi vegetali, g,"0,0",componenti principali
11,Colesterolo, mg,66,componenti principali
12,Carboidrati disponibili (MSE), g,"3,9",componenti principali
13,   Amido (MSE), g,"0,0",componenti principali
14,   Carboidrati solubili (MSE), g,"3,9",componenti principali
15,Fibra alimentare totale, g,"0,0",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"72,0",componenti principali
18,Ferro, mg,"0,1",minerali ed elementi in traccia
19,Calcio, mg,87,minerali ed elementi in traccia
20,Sodio, mg,34,minerali ed elementi in traccia
21,Potassio, mg,91,minerali ed elementi in traccia
22,Fosforo, mg,59,minerali ed elementi in traccia
23,Zinco, mg,"0,50",minerali ed elementi in traccia
24,Magnesio, mg,9,minerali ed elementi in traccia
25,Rame, mg,tr,minerali ed elementi in traccia
26,Selenio, µg,tr,minerali ed elementi in traccia
27,Cloro, mg,80,minerali ed elementi in traccia
28,Iodio, µg,3,minerali ed elementi in traccia
29,Manganese, mg,tr,minerali ed elementi in traccia
30,Zolfo, mg,24,minerali ed elementi in traccia
31,"Vitamina B1,  Tiamina", mg,"0,03",vitamine idrosolubili
32,"Vitamina B2,  Riboflavina", mg,"0,14",vitamine idrosolubili
33,Vitamina C, mg,1,vitamine idrosolubili
34,Niacina, mg,"0,10",vitamine idrosolubili
35,Vitamina B6, mg,"0,05",vitamine idrosolubili
36,Folati totali, µg,7,vitamine idrosolubili
37,Acido pantotenico, mg,"0,28",vitamine idrosolubili
38,Biotina, µg,"1,8",vitamine idrosolubili
39,Vitamina B12, µg,"0,3",vitamine idrosolubili
40,   Retinolo eq. (RE), µg,218,retinolo equivalente
41,   Retinolo, µg,200,retinolo equivalente
42,   ß-carotene eq., µg,110,retinolo equivalente
43,Vitamina E (ATE), mg,"0,40",retinolo equivalente
44,Vitamina D, µg,"0,14",retinolo equivalente
45,Acidi grassi saturi totali, g,"11,64",acidi grassi
46,"Somma degli acidi butirrico,  caproico,  caprilico e caprico", g,"1,69",acidi grassi
47,Acido laurico, g,"0,64",acidi grassi
48,Acido miristico, g,"2,07",acidi grassi
49,Acido palmitico, g,"4,79",acidi grassi
50,Acido stearico, g,"2,07",acidi grassi
51,Acido arachidico, g,"0,00",acidi grassi
52,Acido beenico, g,"0,00",acidi grassi
53,Acidi grassi monoinsaturi totali, g,"6,20",acidi grassi
54,Acido miristoleico, g,"0,26",acidi grassi
55,Acido palmitoleico, g,"0,49",acidi grassi
56,Acido oleico, g,"5,12",acidi grassi
57,Acidi eicosenoico, g,"0,00",acidi grassi
58,Acido erucico, g,"0,00",acidi grassi
59,Acidi grassi polinsaturi totali, g,"0,54",acidi grassi
60,Acido linoleico, g,"0,26",acidi grassi
61,Acido linolenico, g,"0,28",acidi grassi
62,Acido arachidonico, g,"0,00",acidi grassi
63,Acido eicosapentaenoico (EPA), g,"0,00",acidi grassi
64,Acido decosaesaenoico (DHA), g,"0,00",acidi grassi
65,Altri acidi grassi polinsaturi, g,"0,00",acidi grassi
66,Triptofano, mg,42,aminoacidi
67,Treonina, mg,139,aminoacidi
68,Isoleucina, mg,163,aminoacidi
69,Leucina, mg,301,aminoacidi
70,Lisina, mg,231,aminoacidi
71,Metionina, mg,69,aminoacidi
72,Cistina, mg,31,aminoacidi
73,Fenilalanina, mg,149,aminoacidi
74,Tirosina, mg,120,aminoacidi
75,Valina, mg,198,aminoacidi
76,Arginina, mg,89,aminoacidi
77,Istidina, mg,79,aminoacidi
78,Alanina, mg,101,aminoacidi
79,Acido aspartico, mg,228,aminoacidi
80,Acido glutammico, mg,654,aminoacidi
81,Glicina, mg,59,aminoacidi
82,Prolina, mg,315,aminoacidi
83,Serina, mg,172,aminoacidi
84,Glucosio, g,"0,0",zuccheri
85,Fruttosio, g,"0,0",zuccheri
86,Galattosio, g,"0,0",zuccheri
87,Saccarosio (MSE), g,"0,0",zuccheri
88,Maltosio (MSE), g,"0,0",zuccheri
89,Lattosio (MSE), g,"3,9",zuccheri
