,components,unit,value,section
0,Parte edibile, %,50,componenti principali
1,"Energia,  ricalcolata", kJ,577,componenti principali
2,"Energia,  Ric con fibra", kJ,576,componenti principali
3,"Energia,  ricalcolata", kcal,137,componenti principali
4,"Energia,  Ric con fibra", kcal,137,componenti principali
5,Proteine totali, g,"25,0",componenti principali
6,   Proteine animali, g,"25,0",componenti principali
7,   Proteine vegetali, g,"0,0",componenti principali
8,Lipidi totali, g,"3,1",componenti principali
9,   Lipidi animali, g,"3,1",componenti principali
10,   Lipidi vegetali, g,"0,0",componenti principali
11,Colesterolo, mg,119,componenti principali
12,Carboidrati disponibili (MSE), g,"2,3",componenti principali
13,   Amido (MSE), g,"0,0",componenti principali
14,   Carboidrati solubili (MSE), g,"2,3",componenti principali
15,Fibra alimentare totale, g,"0,0",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"53,8",componenti principali
18,Ferro, mg,"6,9",minerali ed elementi in traccia
19,Calcio, mg,542,minerali ed elementi in traccia
20,Sodio, mg,3604,minerali ed elementi in traccia
21,Potassio, mg,215,minerali ed elementi in traccia
22,Fosforo, mg,481,minerali ed elementi in traccia
23,Zinco, mg,"1,70",minerali ed elementi in traccia
24,Magnesio, mg,41,minerali ed elementi in traccia
25,Rame, mg,"0,21",minerali ed elementi in traccia
26,Selenio, µg,"37,0",minerali ed elementi in traccia
27,Cloro, mg,810,minerali ed elementi in traccia
28,Iodio, µg,23,minerali ed elementi in traccia
29,Manganese, mg,"0,07",minerali ed elementi in traccia
30,Zolfo, mg,210,minerali ed elementi in traccia
31,"Vitamina B1,  Tiamina", mg,"0,06",vitamine idrosolubili
32,"Vitamina B2,  Riboflavina", mg,"0,26",vitamine idrosolubili
33,Vitamina C, mg,0,vitamine idrosolubili
34,Niacina, mg,"14,02",vitamine idrosolubili
35,Vitamina B6, mg,"0,14",vitamine idrosolubili
36,Folati totali, µg,8,vitamine idrosolubili
37,Acido pantotenico, mg,"0,65",vitamine idrosolubili
38,Biotina, µg,"10,0",vitamine idrosolubili
39,Vitamina B12, µg,"0,6",vitamine idrosolubili
40,   Retinolo eq. (RE), µg,55,retinolo equivalente
41,   Retinolo, µg,55,retinolo equivalente
42,   ß-carotene eq., µg,tr,retinolo equivalente
43,Vitamina E (ATE), mg,"0,29",retinolo equivalente
44,Vitamina D, µg,"4,60",retinolo equivalente
45,Acidi grassi saturi totali, g,"0,82",acidi grassi
46,Acido laurico, g,"0,01",acidi grassi
47,Acido miristico, g,"0,19",acidi grassi
48,Acido palmitico, g,"0,46",acidi grassi
49,Acido stearico, g,"0,16",acidi grassi
50,Acidi grassi monoinsaturi totali, g,"0,76",acidi grassi
51,Acido palmitoleico, g,"0,26",acidi grassi
52,Acido oleico, g,"0,40",acidi grassi
53,Acido erucico, g,"0,08",acidi grassi
54,Acidi grassi polinsaturi totali, g,"1,05",acidi grassi
55,Acido linoleico, g,"0,06",acidi grassi
56,Acido arachidonico, g,"0,01",acidi grassi
57,Acido eicosapentaenoico (EPA), g,"0,35",acidi grassi
58,Acido decosaesaenoico (DHA), g,"0,58",acidi grassi
59,Altri acidi grassi polinsaturi, g,"0,05",acidi grassi
60,Triptofano, mg,260,aminoacidi
61,Treonina, mg,1080,aminoacidi
62,Isoleucina, mg,1225,aminoacidi
63,Leucina, mg,1979,aminoacidi
64,Lisina, mg,2052,aminoacidi
65,Metionina, mg,519,aminoacidi
66,Cistina, mg,272,aminoacidi
67,Fenilalanina, mg,885,aminoacidi
68,Tirosina, mg,632,aminoacidi
69,Valina, mg,1129,aminoacidi
70,Arginina, mg,1128,aminoacidi
71,Istidina, mg,1004,aminoacidi
72,Alanina, mg,1368,aminoacidi
73,Acido aspartico, mg,2625,aminoacidi
74,Acido glutammico, mg,3365,aminoacidi
75,Glicina, mg,1074,aminoacidi
76,Prolina, mg,685,aminoacidi
77,Serina, mg,967,aminoacidi
78,Glucosio, g,"2,3",zuccheri
79,Fruttosio, g,"0,0",zuccheri
80,Galattosio, g,"0,0",zuccheri
81,Saccarosio (MSE), g,"0,0",zuccheri
82,Maltosio (MSE), g,"0,0",zuccheri
83,Lattosio (MSE), g,"0,0",zuccheri
