,components,unit,value,section
0,Parte edibile, %,32,componenti principali
1,"Energia,  ricalcolata", kJ,354,componenti principali
2,"Energia,  Ric con fibra", kJ,354,componenti principali
3,"Energia,  ricalcolata", kcal,83,componenti principali
4,"Energia,  Ric con fibra", kcal,83,componenti principali
5,Proteine totali, g,"16,8",componenti principali
6,   Proteine animali, g,"16,8",componenti principali
7,   Proteine vegetali, g,"0,0",componenti principali
8,Lipidi totali, g,"0,8",componenti principali
9,   Lipidi animali, g,"0,8",componenti principali
10,   Lipidi vegetali, g,"0,0",componenti principali
11,Colesterolo, mg,33,componenti principali
12,Carboidrati disponibili (MSE), g,"2,4",componenti principali
13,   Amido (MSE), g,"0,0",componenti principali
14,   Carboidrati solubili (MSE), g,"2,4",componenti principali
15,Fibra alimentare totale, g,"0,0",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"78,6",componenti principali
18,Ferro, mg,"0,3",minerali ed elementi in traccia
19,Calcio, mg,24,minerali ed elementi in traccia
20,Sodio, mg,161,minerali ed elementi in traccia
21,Potassio, mg,322,minerali ed elementi in traccia
22,Fosforo, mg,219,minerali ed elementi in traccia
23,Zinco, mg,"1,00",minerali ed elementi in traccia
24,Magnesio, mg,56,minerali ed elementi in traccia
25,Rame, mg,"0,05",minerali ed elementi in traccia
26,Selenio, µg,"22,0",minerali ed elementi in traccia
27,Cloro, mg,410,minerali ed elementi in traccia
28,Iodio, µg,20,minerali ed elementi in traccia
29,Manganese, mg,"0,09",minerali ed elementi in traccia
30,Zolfo, mg,300,minerali ed elementi in traccia
31,"Vitamina B1,  Tiamina", mg,"0,01",vitamine idrosolubili
32,"Vitamina B2,  Riboflavina", mg,"0,07",vitamine idrosolubili
33,Vitamina C, mg,3,vitamine idrosolubili
34,Niacina, mg,"1,20",vitamine idrosolubili
35,Vitamina B6, mg,"0,15",vitamine idrosolubili
36,Folati totali, µg,16,vitamine idrosolubili
37,Acido pantotenico, mg,"0,14",vitamine idrosolubili
38,Biotina, µg,"2,0",vitamine idrosolubili
39,Vitamina B12, µg,"2,0",vitamine idrosolubili
40,   Retinolo eq. (RE), µg,15,retinolo equivalente
41,   Retinolo, µg,15,retinolo equivalente
42,   ß-carotene eq., µg,tr,retinolo equivalente
43,Vitamina E (ATE), mg,"1,00",retinolo equivalente
44,Vitamina D, µg,tr,retinolo equivalente
45,Acidi grassi saturi totali, g,"0,08",acidi grassi
46,"Somma degli acidi butirrico,  caproico,  caprilico e caprico", g,"0,00",acidi grassi
47,Acido laurico, g,"0,00",acidi grassi
48,Acido miristico, g,"0,01",acidi grassi
49,Acido palmitico, g,"0,05",acidi grassi
50,Acido stearico, g,"0,01",acidi grassi
51,Acidi grassi monoinsaturi totali, g,"0,04",acidi grassi
52,Acido palmitoleico, g,"0,01",acidi grassi
53,Acido oleico, g,"0,02",acidi grassi
54,Acidi eicosenoico, g,"0,01",acidi grassi
55,Acido erucico, g,"0,00",acidi grassi
56,Acidi grassi polinsaturi totali, g,"0,26",acidi grassi
57,Acido linoleico, g,tr,acidi grassi
58,Acido linolenico, g,"0,00",acidi grassi
59,Acido arachidonico, g,"0,02",acidi grassi
60,Acido eicosapentaenoico (EPA), g,"0,09",acidi grassi
61,Acido decosaesaenoico (DHA), g,"0,11",acidi grassi
62,Altri acidi grassi polinsaturi, g,"0,04",acidi grassi
63,Triptofano, mg,188,aminoacidi
64,Treonina, mg,723,aminoacidi
65,Isoleucina, mg,731,aminoacidi
66,Leucina, mg,1182,aminoacidi
67,Lisina, mg,1255,aminoacidi
68,Metionina, mg,379,aminoacidi
69,Cistina, mg,220,aminoacidi
70,Fenilalanina, mg,602,aminoacidi
71,Tirosina, mg,538,aminoacidi
72,Valina, mg,734,aminoacidi
73,Arginina, mg,1225,aminoacidi
74,Istidina, mg,322,aminoacidi
75,Alanina, mg,1016,aminoacidi
76,Acido aspartico, mg,1621,aminoacidi
77,Acido glutammico, mg,2285,aminoacidi
78,Glicina, mg,1051,aminoacidi
79,Prolina, mg,686,aminoacidi
80,Serina, mg,753,aminoacidi
81,Glucosio, g,"2,4",zuccheri
82,Fruttosio, g,"0,0",zuccheri
83,Galattosio, g,"0,0",zuccheri
84,Saccarosio (MSE), g,"0,0",zuccheri
85,Maltosio (MSE), g,"0,0",zuccheri
86,Lattosio (MSE), g,"0,0",zuccheri
