,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,577,componenti principali
2,"Energia,  Ric con fibra", kJ,933,componenti principali
3,"Energia,  ricalcolata", kcal,136,componenti principali
4,"Energia,  Ric con fibra", kcal,225,componenti principali
5,Proteine totali, g,"30,7",componenti principali
6,   Proteine animali, g,"0,0",componenti principali
7,   Proteine vegetali, g,"30,7",componenti principali
8,Lipidi totali, g,"1,5",componenti principali
9,   Lipidi animali, g,"0,0",componenti principali
10,   Lipidi vegetali, g,"1,5",componenti principali
11,Colesterolo, mg,0,componenti principali
12,Carboidrati disponibili (MSE), g,tr,componenti principali
13,   Amido (MSE), g,"0,0",componenti principali
14,   Carboidrati solubili (MSE), g,tr,componenti principali
15,Fibra alimentare totale, g,"44,4",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"8,7",componenti principali
18,Ferro, mg,"19,6",minerali ed elementi in traccia
19,Calcio, mg,430,minerali ed elementi in traccia
20,Sodio, mg,790,minerali ed elementi in traccia
21,Potassio, mg,2840,minerali ed elementi in traccia
22,Fosforo, mg,350,minerali ed elementi in traccia
23,Zinco, mg,"6,40",minerali ed elementi in traccia
24,"Vitamina B1,  Tiamina", mg,"0,24",vitamine idrosolubili
25,"Vitamina B2,  Riboflavina", mg,"1,34",vitamine idrosolubili
26,Vitamina C, mg,14,vitamine idrosolubili
27,Niacina, mg,"5,50",vitamine idrosolubili
28,Vitamina B6, mg,"0,07",vitamine idrosolubili
29,Folati totali, µg,146,vitamine idrosolubili
30,   Retinolo eq. (RE), µg,2485,retinolo equivalente
31,   Retinolo, µg,0,retinolo equivalente
32,   ß-carotene eq., µg,14910,retinolo equivalente
33,Vitamina E (ATE), mg,"1,00",retinolo equivalente
34,Vitamina D, µg,"0,00",retinolo equivalente
35,Acidi grassi saturi totali, g,"0,33",acidi grassi
36,Acidi grassi monoinsaturi totali, g,"0,13",acidi grassi
37,Acido oleico, g,"0,04",acidi grassi
38,Acidi grassi polinsaturi totali, g,"0,59",acidi grassi
39,Acido linoleico, g,"0,02",acidi grassi
40,Acido linolenico, g,"0,01",acidi grassi
41,Altri acidi grassi polinsaturi, g,"0,56",acidi grassi
