,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,180,componenti principali
2,"Energia,  Ric con fibra", kJ,650,componenti principali
3,"Energia,  ricalcolata", kcal,43,componenti principali
4,"Energia,  Ric con fibra", kcal,160,componenti principali
5,Proteine totali, g,"7,1",componenti principali
6,   Proteine animali, g,"0,0",componenti principali
7,   Proteine vegetali, g,"7,1",componenti principali
8,Lipidi totali, g,"1,6",componenti principali
9,   Lipidi animali, g,"0,0",componenti principali
10,   Lipidi vegetali, g,"1,6",componenti principali
11,Colesterolo, mg,0,componenti principali
12,Carboidrati disponibili (MSE), g,tr,componenti principali
13,   Amido (MSE), g,"0,0",componenti principali
14,   Carboidrati solubili (MSE), g,tr,componenti principali
15,Fibra alimentare totale, g,"58,7",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"12,7",componenti principali
18,Ferro, mg,"12,7",minerali ed elementi in traccia
19,Calcio, mg,900,minerali ed elementi in traccia
20,Sodio, mg,1830,minerali ed elementi in traccia
21,Potassio, mg,450,minerali ed elementi in traccia
22,Fosforo, mg,210,minerali ed elementi in traccia
23,Zinco, mg,"6,20",minerali ed elementi in traccia
24,"Vitamina B1,  Tiamina", mg,"0,07",vitamine idrosolubili
25,"Vitamina B2,  Riboflavina", mg,"0,26",vitamine idrosolubili
26,Vitamina C, mg,13,vitamine idrosolubili
27,Niacina, mg,"2,10",vitamine idrosolubili
28,Vitamina B6, mg,"0,01",vitamine idrosolubili
29,Folati totali, µg,180,vitamine idrosolubili
30,   Retinolo eq. (RE), µg,57,retinolo equivalente
31,   Retinolo, µg,0,retinolo equivalente
32,   ß-carotene eq., µg,340,retinolo equivalente
33,Vitamina E (ATE), mg,"0,87",retinolo equivalente
34,Vitamina D, µg,"0,00",retinolo equivalente
35,Acidi grassi saturi totali, g,"0,71",acidi grassi
36,Acidi grassi monoinsaturi totali, g,"0,28",acidi grassi
37,Acido oleico, g,"0,25",acidi grassi
38,Acidi grassi polinsaturi totali, g,"0,13",acidi grassi
39,Acido linoleico, g,"0,06",acidi grassi
40,Acido linolenico, g,"0,01",acidi grassi
41,Altri acidi grassi polinsaturi, g,"0,06",acidi grassi
