,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,1590,componenti principali
2,"Energia,  Ric con fibra", kJ,1656,componenti principali
3,"Energia,  ricalcolata", kcal,375,componenti principali
4,"Energia,  Ric con fibra", kcal,392,componenti principali
5,Proteine totali, g,"8,0",componenti principali
6,   Proteine animali, g,"0,0",componenti principali
7,   Proteine vegetali, g,"8,0",componenti principali
8,Lipidi totali, g,"7,5",componenti principali
9,   Lipidi animali, g,"0,0",componenti principali
10,   Lipidi vegetali, g,"7,5",componenti principali
11,Colesterolo, mg,0,componenti principali
12,Carboidrati disponibili (MSE), g,"73,5",componenti principali
13,   Amido (MSE), g,"73,5",componenti principali
14,   Carboidrati solubili (MSE), g,"0,0",componenti principali
15,Fibra alimentare totale, g,"8,3",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"10,3",componenti principali
18,Ferro, mg,"5,2",minerali ed elementi in traccia
19,Calcio, mg,54,minerali ed elementi in traccia
20,Sodio, mg,33,minerali ed elementi in traccia
21,Potassio, mg,370,minerali ed elementi in traccia
22,Fosforo, mg,365,minerali ed elementi in traccia
23,Zinco, mg,"3,10",minerali ed elementi in traccia
24,"Vitamina B1,  Tiamina", mg,"0,55",vitamine idrosolubili
25,"Vitamina B2,  Riboflavina", mg,"0,14",vitamine idrosolubili
26,Vitamina C, mg,0,vitamine idrosolubili
27,Niacina, mg,"1,00",vitamine idrosolubili
28,Vitamina B6, mg,"0,12",vitamine idrosolubili
29,Folati totali, µg,32,vitamine idrosolubili
30,   Retinolo eq. (RE), µg,0,retinolo equivalente
31,   Retinolo, µg,0,retinolo equivalente
32,   ß-carotene eq., µg,0,retinolo equivalente
33,Vitamina E (ATE), mg,"1,50",retinolo equivalente
34,Vitamina D, µg,"0,00",retinolo equivalente
35,Acidi grassi saturi totali, g,"1,32",acidi grassi
36,Acidi grassi monoinsaturi totali, g,"2,36",acidi grassi
37,Acido oleico, g,"2,35",acidi grassi
38,Acidi grassi polinsaturi totali, g,"2,74",acidi grassi
39,Acido linoleico, g,"2,62",acidi grassi
40,Acido linolenico, g,"0,12",acidi grassi
41,Altri acidi grassi polinsaturi, g,"0,00",acidi grassi
