,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,1425,componenti principali
2,"Energia,  Ric con fibra", kJ,1425,componenti principali
3,"Energia,  ricalcolata", kcal,343,componenti principali
4,"Energia,  Ric con fibra", kcal,343,componenti principali
5,Proteine totali, g,"24,5",componenti principali
6,   Proteine animali, g,"24,5",componenti principali
7,   Proteine vegetali, g,"0,0",componenti principali
8,Lipidi totali, g,"26,9",componenti principali
9,   Lipidi animali, g,"26,9",componenti principali
10,   Lipidi vegetali, g,"0,0",componenti principali
11,Colesterolo, mg,82,componenti principali
12,Carboidrati disponibili (MSE), g,"0,8",componenti principali
13,   Amido (MSE), g,"0,0",componenti principali
14,   Carboidrati solubili (MSE), g,"0,8",componenti principali
15,Fibra alimentare totale, g,"0,0",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"41,1",componenti principali
18,Ferro, mg,"0,3",minerali ed elementi in traccia
19,Calcio, mg,870,minerali ed elementi in traccia
20,Sodio, mg,686,minerali ed elementi in traccia
21,Potassio, mg,89,minerali ed elementi in traccia
22,Fosforo, mg,561,minerali ed elementi in traccia
23,Zinco, mg,"4,30",minerali ed elementi in traccia
24,Magnesio, mg,27,minerali ed elementi in traccia
25,Rame, mg,"0,03",minerali ed elementi in traccia
26,Selenio, µg,"15,0",minerali ed elementi in traccia
27,Cloro, mg,882,minerali ed elementi in traccia
28,Iodio, µg,44,minerali ed elementi in traccia
29,Manganese, mg,"0,01",minerali ed elementi in traccia
30,Zolfo, mg,230,minerali ed elementi in traccia
31,"Vitamina B1,  Tiamina", mg,"0,01",vitamine idrosolubili
32,"Vitamina B2,  Riboflavina", mg,"0,45",vitamine idrosolubili
33,Vitamina C, mg,0,vitamine idrosolubili
34,Niacina, mg,"0,20",vitamine idrosolubili
35,Vitamina B6, mg,"0,08",vitamine idrosolubili
36,Folati totali, µg,6,vitamine idrosolubili
37,Acido pantotenico, mg,"0,43",vitamine idrosolubili
38,Biotina, µg,"1,8",vitamine idrosolubili
39,Vitamina B12, µg,"1,7",vitamine idrosolubili
40,   Retinolo eq. (RE), µg,153,retinolo equivalente
41,   Retinolo, µg,140,retinolo equivalente
42,   ß-carotene eq., µg,80,retinolo equivalente
43,Vitamina E (ATE), mg,"0,62",retinolo equivalente
44,Vitamina D, µg,"0,19",retinolo equivalente
45,Acidi grassi saturi totali, g,"14,73",acidi grassi
46,"Somma degli acidi butirrico,  caproico,  caprilico e caprico", g,"1,87",acidi grassi
47,Acido laurico, g,"0,69",acidi grassi
48,Acido miristico, g,"2,56",acidi grassi
49,Acido palmitico, g,"7,31",acidi grassi
50,Acido stearico, g,"2,30",acidi grassi
51,Acido arachidico, g,"0,00",acidi grassi
52,Acido beenico, g,"0,00",acidi grassi
53,Acidi grassi monoinsaturi totali, g,"6,90",acidi grassi
54,Acido miristoleico, g,"0,00",acidi grassi
55,Acido palmitoleico, g,"0,77",acidi grassi
56,Acido oleico, g,"6,13",acidi grassi
57,Acidi eicosenoico, g,"0,00",acidi grassi
58,Acido erucico, g,"0,00",acidi grassi
59,Acidi grassi polinsaturi totali, g,"1,42",acidi grassi
60,Acido linoleico, g,"0,74",acidi grassi
61,Acido linolenico, g,"0,68",acidi grassi
62,Acido arachidonico, g,"0,00",acidi grassi
63,Acido eicosapentaenoico (EPA), g,"0,00",acidi grassi
64,Acido decosaesaenoico (DHA), g,"0,00",acidi grassi
65,Altri acidi grassi polinsaturi, g,"0,00",acidi grassi
66,Triptofano, mg,345,aminoacidi
67,Treonina, mg,911,aminoacidi
68,Isoleucina, mg,1244,aminoacidi
69,Leucina, mg,2220,aminoacidi
70,Lisina, mg,1903,aminoacidi
71,Metionina, mg,610,aminoacidi
72,Cistina, mg,130,aminoacidi
73,Fenilalanina, mg,1274,aminoacidi
74,Tirosina, mg,1402,aminoacidi
75,Valina, mg,1547,aminoacidi
76,Arginina, mg,745,aminoacidi
77,Istidina, mg,690,aminoacidi
78,Alanina, mg,715,aminoacidi
79,Acido aspartico, mg,1601,aminoacidi
80,Acido glutammico, mg,5478,aminoacidi
81,Glicina, mg,452,aminoacidi
82,Prolina, mg,2647,aminoacidi
83,Serina, mg,1389,aminoacidi
84,Glucosio, g,"0,0",zuccheri
85,Fruttosio, g,"0,0",zuccheri
86,Galattosio, g,"0,0",zuccheri
87,Saccarosio (MSE), g,"0,0",zuccheri
88,Maltosio (MSE), g,"0,0",zuccheri
89,Lattosio (MSE), g,"0,8",zuccheri
