,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,1320,componenti principali
2,"Energia,  Ric con fibra", kJ,1348,componenti principali
3,"Energia,  ricalcolata", kcal,315,componenti principali
4,"Energia,  Ric con fibra", kcal,322,componenti principali
5,Proteine totali, g,"4,9",componenti principali
6,   Proteine animali, g,"2,7",componenti principali
7,   Proteine vegetali, g,"2,2",componenti principali
8,Lipidi totali, g,"17,5",componenti principali
9,   Lipidi animali, g,"5,9",componenti principali
10,   Lipidi vegetali, g,"11,6",componenti principali
11,Colesterolo, mg,58,componenti principali
12,Carboidrati disponibili (MSE), g,"36,8",componenti principali
13,   Amido (MSE), g,"9,2",componenti principali
14,   Carboidrati solubili (MSE), g,"27,6",componenti principali
15,Fibra alimentare totale, g,"3,6",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"28,0",componenti principali
18,Ferro, mg,"2,0",minerali ed elementi in traccia
19,Calcio, mg,29,minerali ed elementi in traccia
20,Sodio, mg,103,minerali ed elementi in traccia
21,Potassio, mg,199,minerali ed elementi in traccia
22,Fosforo, mg,125,minerali ed elementi in traccia
23,Zinco, mg,"0,90",minerali ed elementi in traccia
24,"Vitamina B1,  Tiamina", mg,"0,14",vitamine idrosolubili
25,"Vitamina B2,  Riboflavina", mg,"0,21",vitamine idrosolubili
26,Vitamina C, mg,tr,vitamine idrosolubili
27,Niacina, mg,"1,10",vitamine idrosolubili
28,Vitamina B6, mg,"0,04",vitamine idrosolubili
29,Folati totali, µg,10,vitamine idrosolubili
30,   Retinolo eq. (RE), µg,40,retinolo equivalente
31,   Retinolo, µg,38,retinolo equivalente
32,   ß-carotene eq., µg,15,retinolo equivalente
33,Vitamina E (ATE), mg,"1,59",retinolo equivalente
34,Vitamina D, µg,"0,23",retinolo equivalente
35,Acidi grassi saturi totali, g,"6,97",acidi grassi
36,Acidi grassi monoinsaturi totali, g,"6,87",acidi grassi
37,Acido oleico, g,"6,15",acidi grassi
38,Acidi grassi polinsaturi totali, g,"2,64",acidi grassi
39,Acido linoleico, g,"2,44",acidi grassi
40,Acido linolenico, g,"0,19",acidi grassi
41,Altri acidi grassi polinsaturi, g,"0,01",acidi grassi
