,components,unit,value,section
0,Parte edibile, %,71,componenti principali
1,"Energia,  ricalcolata", kJ,444,componenti principali
2,"Energia,  Ric con fibra", kJ,444,componenti principali
3,"Energia,  ricalcolata", kcal,105,componenti principali
4,"Energia,  Ric con fibra", kcal,105,componenti principali
5,Proteine totali, g,"17,4",componenti principali
6,   Proteine animali, g,"17,4",componenti principali
7,   Proteine vegetali, g,"0,0",componenti principali
8,Lipidi totali, g,"3,7",componenti principali
9,   Lipidi animali, g,"3,7",componenti principali
10,   Lipidi vegetali, g,"0,0",componenti principali
11,Colesterolo, mg,58,componenti principali
12,Carboidrati disponibili (MSE), g,"0,7",componenti principali
13,   Amido (MSE), g,"0,0",componenti principali
14,   Carboidrati solubili (MSE), g,"0,7",componenti principali
15,Fibra alimentare totale, g,"0,0",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"76,4",componenti principali
18,Ferro, mg,"1,1",minerali ed elementi in traccia
19,Calcio, mg,41,minerali ed elementi in traccia
20,Sodio, mg,82,minerali ed elementi in traccia
21,Potassio, mg,340,minerali ed elementi in traccia
22,Fosforo, mg,205,minerali ed elementi in traccia
23,Zinco, mg,"2,02",minerali ed elementi in traccia
24,Magnesio, mg,23,minerali ed elementi in traccia
25,Rame, mg,"0,33",minerali ed elementi in traccia
26,Selenio, µg,"35,3",minerali ed elementi in traccia
27,Cloro, mg,111,minerali ed elementi in traccia
28,Iodio, µg,39,minerali ed elementi in traccia
29,Manganese, mg,"0,07",minerali ed elementi in traccia
30,Zolfo, mg,193,minerali ed elementi in traccia
31,"Vitamina B1,  Tiamina", mg,"0,07",vitamine idrosolubili
32,"Vitamina B2,  Riboflavina", mg,"0,15",vitamine idrosolubili
33,Vitamina C, mg,0,vitamine idrosolubili
34,Niacina, mg,"5,61",vitamine idrosolubili
35,Vitamina B6, mg,"0,27",vitamine idrosolubili
36,Folati totali, µg,8,vitamine idrosolubili
37,Acido pantotenico, mg,"0,80",vitamine idrosolubili
38,Biotina, µg,"3,5",vitamine idrosolubili
39,Vitamina B12, µg,"3,1",vitamine idrosolubili
40,   Retinolo eq. (RE), µg,15,retinolo equivalente
41,   Retinolo, µg,15,retinolo equivalente
42,   ß-carotene eq., µg,0,retinolo equivalente
43,Vitamina E (ATE), mg,"0,48",retinolo equivalente
44,Vitamina D, µg,"4,44",retinolo equivalente
45,Acidi grassi saturi totali, g,"0,97",acidi grassi
46,"Somma degli acidi butirrico,  caproico,  caprilico e caprico", g,"0,00",acidi grassi
47,Acido laurico, g,"0,00",acidi grassi
48,Acido miristico, g,"0,13",acidi grassi
49,Acido palmitico, g,"0,65",acidi grassi
50,Acido stearico, g,"0,18",acidi grassi
51,Acido arachidico, g,"0,00",acidi grassi
52,Acido beenico, g,"0,00",acidi grassi
53,Acidi grassi monoinsaturi totali, g,"1,07",acidi grassi
54,Acido miristoleico, g,"0,00",acidi grassi
55,Acido palmitoleico, g,"0,21",acidi grassi
56,Acido oleico, g,"0,60",acidi grassi
57,Acidi eicosenoico, g,"0,14",acidi grassi
58,Acido erucico, g,"0,10",acidi grassi
59,Acidi grassi polinsaturi totali, g,"1,09",acidi grassi
60,Acido linoleico, g,"0,10",acidi grassi
61,Acido linolenico, g,"0,04",acidi grassi
62,Acido arachidonico, g,"0,09",acidi grassi
63,Acido eicosapentaenoico (EPA), g,"0,28",acidi grassi
64,Acido decosaesaenoico (DHA), g,"0,48",acidi grassi
65,Altri acidi grassi polinsaturi, g,"0,10",acidi grassi
66,Triptofano, mg,192,aminoacidi
67,Treonina, mg,799,aminoacidi
68,Isoleucina, mg,830,aminoacidi
69,Leucina, mg,1402,aminoacidi
70,Lisina, mg,1594,aminoacidi
71,Metionina, mg,472,aminoacidi
72,Cistina, mg,162,aminoacidi
73,Fenilalanina, mg,691,aminoacidi
74,Tirosina, mg,588,aminoacidi
75,Valina, mg,926,aminoacidi
76,Arginina, mg,1031,aminoacidi
77,Istidina, mg,555,aminoacidi
78,Alanina, mg,1062,aminoacidi
79,Acido aspartico, mg,1783,aminoacidi
80,Acido glutammico, mg,2582,aminoacidi
81,Glicina, mg,833,aminoacidi
82,Prolina, mg,588,aminoacidi
83,Serina, mg,736,aminoacidi
84,Glucosio, g,"0,7",zuccheri
85,Fruttosio, g,"0,0",zuccheri
86,Galattosio, g,"0,0",zuccheri
87,Saccarosio (MSE), g,"0,0",zuccheri
88,Maltosio (MSE), g,"0,0",zuccheri
89,Lattosio (MSE), g,"0,0",zuccheri
