,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,533,componenti principali
2,"Energia,  Ric con fibra", kJ,533,componenti principali
3,"Energia,  ricalcolata", kcal,128,componenti principali
4,"Energia,  Ric con fibra", kcal,128,componenti principali
5,Proteine totali, g,"12,4",componenti principali
6,   Proteine animali, g,"12,4",componenti principali
7,   Proteine vegetali, g,"0,0",componenti principali
8,Lipidi totali, g,"8,7",componenti principali
9,   Lipidi animali, g,"8,7",componenti principali
10,   Lipidi vegetali, g,"0,0",componenti principali
11,Colesterolo, mg,371,componenti principali
12,Carboidrati disponibili (MSE), g,tr,componenti principali
13,   Amido (MSE), g,"0,0",componenti principali
14,   Carboidrati solubili (MSE), g,tr,componenti principali
15,Fibra alimentare totale, g,"0,0",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"77,1",componenti principali
18,Ferro, mg,"1,5",minerali ed elementi in traccia
19,Calcio, mg,48,minerali ed elementi in traccia
20,Sodio, mg,137,minerali ed elementi in traccia
21,Potassio, mg,133,minerali ed elementi in traccia
22,Fosforo, mg,210,minerali ed elementi in traccia
23,Zinco, mg,"1,20",minerali ed elementi in traccia
24,Magnesio, mg,13,minerali ed elementi in traccia
25,Rame, mg,"0,06",minerali ed elementi in traccia
26,Selenio, µg,"5,8",minerali ed elementi in traccia
27,Cloro, mg,160,minerali ed elementi in traccia
28,Iodio, µg,53,minerali ed elementi in traccia
29,Manganese, mg,tr,minerali ed elementi in traccia
30,Zolfo, mg,180,minerali ed elementi in traccia
31,"Vitamina B1,  Tiamina", mg,"0,07",vitamine idrosolubili
32,"Vitamina B2,  Riboflavina", mg,"0,22",vitamine idrosolubili
33,Vitamina C, mg,0,vitamine idrosolubili
34,Niacina, mg,"0,10",vitamine idrosolubili
35,Vitamina B6, mg,"0,12",vitamine idrosolubili
36,Folati totali, µg,39,vitamine idrosolubili
37,Acido pantotenico, mg,"1,30",vitamine idrosolubili
38,Biotina, µg,"16,0",vitamine idrosolubili
39,Vitamina B12, µg,"1,1",vitamine idrosolubili
40,   Retinolo eq. (RE), µg,225,retinolo equivalente
41,   Retinolo, µg,211,retinolo equivalente
42,   ß-carotene eq., µg,84,retinolo equivalente
43,Vitamina E (ATE), mg,"1,11",retinolo equivalente
44,Vitamina D, µg,"1,75",retinolo equivalente
45,Acidi grassi saturi totali, g,"3,17",acidi grassi
46,"Somma degli acidi butirrico,  caproico,  caprilico e caprico", g,"0,00",acidi grassi
47,Acido laurico, g,"0,00",acidi grassi
48,Acido miristico, g,"0,03",acidi grassi
49,Acido palmitico, g,"1,90",acidi grassi
50,Acido stearico, g,"1,21",acidi grassi
51,Acido arachidico, g,"0,00",acidi grassi
52,Acido beenico, g,"0,00",acidi grassi
53,Acidi grassi monoinsaturi totali, g,"2,58",acidi grassi
54,Acido miristoleico, g,"0,00",acidi grassi
55,Acido palmitoleico, g,"0,23",acidi grassi
56,Acido oleico, g,"2,35",acidi grassi
57,Acidi eicosenoico, g,"0,00",acidi grassi
58,Acido erucico, g,"0,00",acidi grassi
59,Acidi grassi polinsaturi totali, g,"1,26",acidi grassi
60,Acido linoleico, g,"1,06",acidi grassi
61,Acido linolenico, g,"0,04",acidi grassi
62,Acido arachidonico, g,"0,16",acidi grassi
63,Acido eicosapentaenoico (EPA), g,"0,00",acidi grassi
64,Acido decosaesaenoico (DHA), g,"0,00",acidi grassi
65,Altri acidi grassi polinsaturi, g,"0,00",acidi grassi
66,Triptofano, mg,197,aminoacidi
67,Treonina, mg,623,aminoacidi
68,Isoleucina, mg,657,aminoacidi
69,Leucina, mg,1041,aminoacidi
70,Lisina, mg,880,aminoacidi
71,Metionina, mg,437,aminoacidi
72,Cistina, mg,323,aminoacidi
73,Fenilalanina, mg,662,aminoacidi
74,Tirosina, mg,503,aminoacidi
75,Valina, mg,823,aminoacidi
76,Arginina, mg,767,aminoacidi
77,Istidina, mg,298,aminoacidi
78,Alanina, mg,719,aminoacidi
79,Acido aspartico, mg,1209,aminoacidi
80,Acido glutammico, mg,1508,aminoacidi
81,Glicina, mg,416,aminoacidi
82,Prolina, mg,496,aminoacidi
83,Serina, mg,842,aminoacidi
84,Glucosio, g,tr,zuccheri
85,Fruttosio, g,"0,0",zuccheri
86,Galattosio, g,"0,0",zuccheri
87,Saccarosio (MSE), g,"0,0",zuccheri
88,Maltosio (MSE), g,"0,0",zuccheri
89,Lattosio (MSE), g,"0,0",zuccheri
