,components,unit,value,section
0,Parte edibile, %,53,componenti principali
1,"Energia,  ricalcolata", kJ,780,componenti principali
2,"Energia,  Ric con fibra", kJ,780,componenti principali
3,"Energia,  ricalcolata", kcal,187,componenti principali
4,"Energia,  Ric con fibra", kcal,187,componenti principali
5,Proteine totali, g,"18,4",componenti principali
6,   Proteine animali, g,"18,4",componenti principali
7,   Proteine vegetali, g,"0,0",componenti principali
8,Lipidi totali, g,"12,5",componenti principali
9,   Lipidi animali, g,"12,5",componenti principali
10,   Lipidi vegetali, g,"0,0",componenti principali
11,Colesterolo, mg,76,componenti principali
12,Carboidrati disponibili (MSE), g,"0,3",componenti principali
13,   Amido (MSE), g,"0,0",componenti principali
14,   Carboidrati solubili (MSE), g,"0,3",componenti principali
15,Fibra alimentare totale, g,"0,0",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"66,0",componenti principali
18,Ferro, mg,"1,5",minerali ed elementi in traccia
19,Calcio, mg,12,minerali ed elementi in traccia
20,Sodio, mg,47,minerali ed elementi in traccia
21,Potassio, mg,237,minerali ed elementi in traccia
22,Fosforo, mg,250,minerali ed elementi in traccia
23,Zinco, mg,"2,70",minerali ed elementi in traccia
24,Magnesio, mg,25,minerali ed elementi in traccia
25,Rame, mg,"0,30",minerali ed elementi in traccia
26,Selenio, µg,"14,0",minerali ed elementi in traccia
27,Cloro, mg,100,minerali ed elementi in traccia
28,Iodio, µg,8,minerali ed elementi in traccia
29,Manganese, mg,"0,02",minerali ed elementi in traccia
30,Zolfo, mg,180,minerali ed elementi in traccia
31,"Vitamina B1,  Tiamina", mg,"0,08",vitamine idrosolubili
32,"Vitamina B2,  Riboflavina", mg,"0,15",vitamine idrosolubili
33,Vitamina C, mg,0,vitamine idrosolubili
34,Niacina, mg,"7,50",vitamine idrosolubili
35,Vitamina B6, mg,"0,53",vitamine idrosolubili
36,Folati totali, µg,7,vitamine idrosolubili
37,Acido pantotenico, mg,"0,79",vitamine idrosolubili
38,Biotina, µg,"3,0",vitamine idrosolubili
39,Vitamina B12, µg,"0,5",vitamine idrosolubili
40,   Retinolo eq. (RE), µg,0,retinolo equivalente
41,   Retinolo, µg,0,retinolo equivalente
42,   ß-carotene eq., µg,0,retinolo equivalente
43,Vitamina E (ATE), mg,"0,10",retinolo equivalente
44,Vitamina D, µg,"0,40",retinolo equivalente
45,Acidi grassi saturi totali, g,"3,27",acidi grassi
46,"Somma degli acidi butirrico,  caproico,  caprilico e caprico", g,"0,00",acidi grassi
47,Acido laurico, g,"0,00",acidi grassi
48,Acido miristico, g,"0,02",acidi grassi
49,Acido palmitico, g,"1,70",acidi grassi
50,Acido stearico, g,"1,55",acidi grassi
51,Acidi grassi monoinsaturi totali, g,"4,43",acidi grassi
52,Acido palmitoleico, g,"0,50",acidi grassi
53,Acido oleico, g,"3,95",acidi grassi
54,Acidi eicosenoico, g,"0,00",acidi grassi
55,Acido erucico, g,"0,00",acidi grassi
56,Acidi grassi polinsaturi totali, g,"2,67",acidi grassi
57,Acido linoleico, g,"1,72",acidi grassi
58,Acido linolenico, g,"0,00",acidi grassi
59,Acido arachidonico, g,"0,37",acidi grassi
60,Acido eicosapentaenoico (EPA), g,"0,02",acidi grassi
61,Acido decosaesaenoico (DHA), g,"0,05",acidi grassi
62,Altri acidi grassi polinsaturi, g,"0,52",acidi grassi
63,Triptofano, mg,288,aminoacidi
64,Treonina, mg,921,aminoacidi
65,Isoleucina, mg,1004,aminoacidi
66,Leucina, mg,1578,aminoacidi
67,Lisina, mg,1611,aminoacidi
68,Metionina, mg,582,aminoacidi
69,Cistina, mg,321,aminoacidi
70,Fenilalanina, mg,798,aminoacidi
71,Tirosina, mg,854,aminoacidi
72,Valina, mg,998,aminoacidi
73,Arginina, mg,1166,aminoacidi
74,Istidina, mg,698,aminoacidi
75,Alanina, mg,1133,aminoacidi
76,Acido aspartico, mg,1534,aminoacidi
77,Acido glutammico, mg,2385,aminoacidi
78,Glicina, mg,1219,aminoacidi
79,Prolina, mg,674,aminoacidi
80,Serina, mg,898,aminoacidi
81,Glucosio, g,"0,3",zuccheri
82,Fruttosio, g,"0,0",zuccheri
83,Galattosio, g,"0,0",zuccheri
84,Saccarosio (MSE), g,"0,0",zuccheri
85,Maltosio (MSE), g,"0,0",zuccheri
86,Lattosio (MSE), g,"0,0",zuccheri
