,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,2159,componenti principali
2,"Energia,  Ric con fibra", kJ,2186,componenti principali
3,"Energia,  ricalcolata", kcal,514,componenti principali
4,"Energia,  Ric con fibra", kcal,521,componenti principali
5,Proteine totali, g,"7,2",componenti principali
6,   Proteine animali, g,"0,0",componenti principali
7,   Proteine vegetali, g,"7,2",componenti principali
8,Lipidi totali, g,"24,3",componenti principali
9,   Lipidi animali, g,"11,4",componenti principali
10,   Lipidi vegetali, g,"12,9",componenti principali
11,Colesterolo, mg,0,componenti principali
12,Carboidrati disponibili (MSE), g,"71,1",componenti principali
13,   Amido (MSE), g,"63,9",componenti principali
14,   Carboidrati solubili (MSE), g,"7,2",componenti principali
15,Fibra alimentare totale, g,"3,3",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"2,0",componenti principali
18,Ferro, mg,"2,2",minerali ed elementi in traccia
19,Calcio, mg,38,minerali ed elementi in traccia
20,Sodio, mg,1180,minerali ed elementi in traccia
21,Potassio, mg,260,minerali ed elementi in traccia
22,Fosforo, mg,220,minerali ed elementi in traccia
23,Zinco, mg,"1,30",minerali ed elementi in traccia
24,"Vitamina B1,  Tiamina", mg,"0,50",vitamine idrosolubili
25,"Vitamina B2,  Riboflavina", mg,"0,10",vitamine idrosolubili
26,Vitamina C, mg,tr,vitamine idrosolubili
27,Niacina, mg,"5,30",vitamine idrosolubili
28,Vitamina B6, mg,"0,25",vitamine idrosolubili
29,Folati totali, µg,25,vitamine idrosolubili
30,   Retinolo eq. (RE), µg,0,retinolo equivalente
31,   Retinolo, µg,0,retinolo equivalente
32,   ß-carotene eq., µg,0,retinolo equivalente
33,Vitamina E (ATE), mg,"2,68",retinolo equivalente
34,Vitamina D, µg,"0,00",retinolo equivalente
35,Acidi grassi saturi totali, g,"7,06",acidi grassi
36,Acidi grassi monoinsaturi totali, g,"13,67",acidi grassi
37,Acido oleico, g,"13,11",acidi grassi
38,Acidi grassi polinsaturi totali, g,"3,22",acidi grassi
39,Acido linoleico, g,"2,74",acidi grassi
40,Acido linolenico, g,"0,26",acidi grassi
41,Altri acidi grassi polinsaturi, g,"0,22",acidi grassi
