,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,963,componenti principali
2,"Energia,  Ric con fibra", kJ,963,componenti principali
3,"Energia,  ricalcolata", kcal,232,componenti principali
4,"Energia,  Ric con fibra", kcal,232,componenti principali
5,Proteine totali, g,"17,1",componenti principali
6,   Proteine animali, g,"17,1",componenti principali
7,   Proteine vegetali, g,"0,0",componenti principali
8,Lipidi totali, g,"18,0",componenti principali
9,   Lipidi animali, g,"18,0",componenti principali
10,   Lipidi vegetali, g,"0,0",componenti principali
11,Colesterolo, mg,119,componenti principali
12,Carboidrati disponibili (MSE), g,"0,4",componenti principali
13,   Amido (MSE), g,"0,0",componenti principali
14,   Carboidrati solubili (MSE), g,"0,4",componenti principali
15,Fibra alimentare totale, g,"0,0",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"64,0",componenti principali
18,Ferro, mg,"2,8",minerali ed elementi in traccia
19,Calcio, mg,9,minerali ed elementi in traccia
20,Sodio, mg,73,minerali ed elementi in traccia
21,Potassio, mg,197,minerali ed elementi in traccia
22,Fosforo, mg,187,minerali ed elementi in traccia
23,Zinco, mg,"2,90",minerali ed elementi in traccia
24,Magnesio, mg,16,minerali ed elementi in traccia
25,Rame, mg,"0,17",minerali ed elementi in traccia
26,Selenio, µg,"9,4",minerali ed elementi in traccia
27,Cloro, mg,550,minerali ed elementi in traccia
28,Iodio, µg,5,minerali ed elementi in traccia
29,Manganese, mg,"0,03",minerali ed elementi in traccia
30,Zolfo, mg,220,minerali ed elementi in traccia
31,"Vitamina B1,  Tiamina", mg,"0,13",vitamine idrosolubili
32,"Vitamina B2,  Riboflavina", mg,"0,30",vitamine idrosolubili
33,Vitamina C, mg,3,vitamine idrosolubili
34,Niacina, mg,"3,90",vitamine idrosolubili
35,Vitamina B6, mg,"0,31",vitamine idrosolubili
36,Folati totali, µg,7,vitamine idrosolubili
37,Acido pantotenico, mg,"0,65",vitamine idrosolubili
38,Biotina, µg,"1,0",vitamine idrosolubili
39,Vitamina B12, µg,"3,8",vitamine idrosolubili
40,   Retinolo eq. (RE), µg,0,retinolo equivalente
41,   Retinolo, µg,0,retinolo equivalente
42,   ß-carotene eq., µg,0,retinolo equivalente
43,Vitamina E (ATE), mg,"0,10",retinolo equivalente
44,Vitamina D, µg,tr,retinolo equivalente
45,Acidi grassi saturi totali, g,"7,83",acidi grassi
46,"Somma degli acidi butirrico,  caproico,  caprilico e caprico", g,"0,02",acidi grassi
47,Acido laurico, g,"0,10",acidi grassi
48,Acido miristico, g,"0,64",acidi grassi
49,Acido palmitico, g,"4,72",acidi grassi
50,Acido stearico, g,"2,35",acidi grassi
51,Acidi grassi monoinsaturi totali, g,"8,10",acidi grassi
52,Acido palmitoleico, g,"0,62",acidi grassi
53,Acido oleico, g,"7,33",acidi grassi
54,Acidi eicosenoico, g,"0,16",acidi grassi
55,Acido erucico, g,"0,00",acidi grassi
56,Acidi grassi polinsaturi totali, g,"1,01",acidi grassi
57,Acido linoleico, g,"0,65",acidi grassi
58,Acido linolenico, g,"0,00",acidi grassi
59,Acido arachidonico, g,"0,35",acidi grassi
60,Acido eicosapentaenoico (EPA), g,"0,00",acidi grassi
61,Acido decosaesaenoico (DHA), g,"0,00",acidi grassi
62,Altri acidi grassi polinsaturi, g,"0,01",acidi grassi
63,Triptofano, mg,131,aminoacidi
64,Treonina, mg,744,aminoacidi
65,Isoleucina, mg,736,aminoacidi
66,Leucina, mg,1277,aminoacidi
67,Lisina, mg,1319,aminoacidi
68,Metionina, mg,362,aminoacidi
69,Cistina, mg,224,aminoacidi
70,Fenilalanina, mg,706,aminoacidi
71,Tirosina, mg,553,aminoacidi
72,Valina, mg,818,aminoacidi
73,Arginina, mg,1089,aminoacidi
74,Istidina, mg,443,aminoacidi
75,Alanina, mg,985,aminoacidi
76,Acido aspartico, mg,1562,aminoacidi
77,Acido glutammico, mg,2356,aminoacidi
78,Glicina, mg,1026,aminoacidi
79,Prolina, mg,799,aminoacidi
80,Serina, mg,690,aminoacidi
81,Glucosio, g,"0,4",zuccheri
82,Fruttosio, g,"0,0",zuccheri
83,Galattosio, g,"0,0",zuccheri
84,Saccarosio (MSE), g,"0,0",zuccheri
85,Maltosio (MSE), g,"0,0",zuccheri
86,Lattosio (MSE), g,"0,0",zuccheri
