,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,598,componenti principali
2,"Energia,  Ric con fibra", kJ,598,componenti principali
3,"Energia,  ricalcolata", kcal,142,componenti principali
4,"Energia,  Ric con fibra", kcal,142,componenti principali
5,Proteine totali, g,"25,4",componenti principali
6,   Proteine animali, g,"25,4",componenti principali
7,   Proteine vegetali, g,"0,0",componenti principali
8,Lipidi totali, g,"4,5",componenti principali
9,   Lipidi animali, g,"4,5",componenti principali
10,   Lipidi vegetali, g,"0,0",componenti principali
11,Colesterolo, mg,35,componenti principali
12,Carboidrati disponibili (MSE), g,"0,0",componenti principali
13,   Amido (MSE), g,"0,0",componenti principali
14,   Carboidrati solubili (MSE), g,"0,0",componenti principali
15,Fibra alimentare totale, g,"0,0",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"64,9",componenti principali
18,Ferro, mg,"0,6",minerali ed elementi in traccia
19,Calcio, mg,19,minerali ed elementi in traccia
20,Sodio, mg,1880,minerali ed elementi in traccia
21,Potassio, mg,420,minerali ed elementi in traccia
22,Fosforo, mg,250,minerali ed elementi in traccia
23,Zinco, mg,"0,40",minerali ed elementi in traccia
24,Magnesio, mg,32,minerali ed elementi in traccia
25,Rame, mg,"0,09",minerali ed elementi in traccia
26,Selenio, µg,"24,0",minerali ed elementi in traccia
27,Cloro, mg,2850,minerali ed elementi in traccia
28,Iodio, µg,37,minerali ed elementi in traccia
29,Manganese, mg,"0,02",minerali ed elementi in traccia
30,Zolfo, mg,210,minerali ed elementi in traccia
31,"Vitamina B1,  Tiamina", mg,"0,16",vitamine idrosolubili
32,"Vitamina B2,  Riboflavina", mg,"0,17",vitamine idrosolubili
33,Vitamina C, mg,tr,vitamine idrosolubili
34,Niacina, mg,"8,80",vitamine idrosolubili
35,Vitamina B6, mg,"0,28",vitamine idrosolubili
36,Folati totali, µg,2,vitamine idrosolubili
37,Acido pantotenico, mg,"0,87",vitamine idrosolubili
38,Biotina, µg,"7,0",vitamine idrosolubili
39,Vitamina B12, µg,"3,0",vitamine idrosolubili
40,   Retinolo eq. (RE), µg,13,retinolo equivalente
41,   Retinolo, µg,13,retinolo equivalente
42,   ß-carotene eq., µg,tr,retinolo equivalente
43,Vitamina E (ATE), mg,"1,35",retinolo equivalente
44,Vitamina D, µg,tr,retinolo equivalente
45,Acidi grassi saturi totali, g,"0,78",acidi grassi
46,Acido laurico, g,"0,00",acidi grassi
47,Acido miristico, g,"0,12",acidi grassi
48,Acido palmitico, g,"0,49",acidi grassi
49,Acido stearico, g,"0,12",acidi grassi
50,Acido beenico, g,"0,04",acidi grassi
51,Acidi grassi monoinsaturi totali, g,"1,80",acidi grassi
52,Acido miristoleico, g,"0,00",acidi grassi
53,Acido palmitoleico, g,"0,29",acidi grassi
54,Acido oleico, g,"0,98",acidi grassi
55,Acidi eicosenoico, g,"0,29",acidi grassi
56,Acido erucico, g,"0,25",acidi grassi
57,Acidi grassi polinsaturi totali, g,"1,27",acidi grassi
58,Acido linoleico, g,"0,12",acidi grassi
59,Acido linolenico, g,"0,08",acidi grassi
60,Acido arachidonico, g,"0,08",acidi grassi
61,Acido eicosapentaenoico (EPA), g,"0,21",acidi grassi
62,Acido decosaesaenoico (DHA), g,"0,53",acidi grassi
63,Altri acidi grassi polinsaturi, g,"0,24",acidi grassi
64,Triptofano, mg,285,aminoacidi
65,Treonina, mg,1113,aminoacidi
66,Isoleucina, mg,1170,aminoacidi
67,Leucina, mg,2065,aminoacidi
68,Lisina, mg,2333,aminoacidi
69,Metionina, mg,752,aminoacidi
70,Cistina, mg,272,aminoacidi
71,Fenilalanina, mg,992,aminoacidi
72,Tirosina, mg,857,aminoacidi
73,Valina, mg,1309,aminoacidi
74,Arginina, mg,1520,aminoacidi
75,Istidina, mg,748,aminoacidi
76,Alanina, mg,1537,aminoacidi
77,Acido aspartico, mg,2601,aminoacidi
78,Acido glutammico, mg,3792,aminoacidi
79,Glicina, mg,1220,aminoacidi
80,Prolina, mg,898,aminoacidi
81,Serina, mg,1037,aminoacidi
82,Glucosio, g,"0,0",zuccheri
83,Fruttosio, g,"0,0",zuccheri
84,Galattosio, g,"0,0",zuccheri
85,Saccarosio (MSE), g,"0,0",zuccheri
86,Maltosio (MSE), g,"0,0",zuccheri
87,Lattosio (MSE), g,"0,0",zuccheri
