,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,218,componenti principali
2,"Energia,  Ric con fibra", kJ,218,componenti principali
3,"Energia,  ricalcolata", kcal,51,componenti principali
4,"Energia,  Ric con fibra", kcal,51,componenti principali
5,Proteine totali, g,"12,4",componenti principali
6,   Proteine animali, g,"12,4",componenti principali
7,   Proteine vegetali, g,"0,0",componenti principali
8,Lipidi totali, g,"0,2",componenti principali
9,   Lipidi animali, g,"0,2",componenti principali
10,   Lipidi vegetali, g,"0,0",componenti principali
11,Colesterolo, mg,72,componenti principali
12,Carboidrati disponibili (MSE), g,tr,componenti principali
13,   Amido (MSE), g,"0,0",componenti principali
14,   Carboidrati solubili (MSE), g,tr,componenti principali
15,Fibra alimentare totale, g,"0,0",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"83,0",componenti principali
18,Ferro, mg,"0,0",minerali ed elementi in traccia
19,Calcio, mg,144,minerali ed elementi in traccia
20,Sodio, mg,230,minerali ed elementi in traccia
21,Potassio, mg,350,minerali ed elementi in traccia
22,Fosforo, mg,189,minerali ed elementi in traccia
23,Zinco, mg,"5,10",minerali ed elementi in traccia
24,Magnesio, mg,39,minerali ed elementi in traccia
25,Rame, mg,"1,00",minerali ed elementi in traccia
26,Selenio, µg,"75,0",minerali ed elementi in traccia
27,Cloro, mg,280,minerali ed elementi in traccia
28,Iodio, µg,20,minerali ed elementi in traccia
29,Manganese, mg,"0,02",minerali ed elementi in traccia
30,"Vitamina B1,  Tiamina", mg,"0,03",vitamine idrosolubili
31,"Vitamina B2,  Riboflavina", mg,"0,04",vitamine idrosolubili
32,Vitamina C, mg,0,vitamine idrosolubili
33,Niacina, mg,"2,10",vitamine idrosolubili
34,Vitamina B6, mg,"0,36",vitamine idrosolubili
35,Folati totali, µg,16,vitamine idrosolubili
36,Acido pantotenico, mg,"0,50",vitamine idrosolubili
37,Vitamina B12, µg,"20,0",vitamine idrosolubili
38,   Retinolo eq. (RE), µg,25,retinolo equivalente
39,   Retinolo, µg,25,retinolo equivalente
40,   ß-carotene eq., µg,tr,retinolo equivalente
41,Vitamina E (ATE), mg,"1,20",retinolo equivalente
42,Vitamina D, µg,tr,retinolo equivalente
43,Acidi grassi saturi totali, g,"0,04",acidi grassi
44,"Somma degli acidi butirrico,  caproico,  caprilico e caprico", g,"0,00",acidi grassi
45,Acido laurico, g,"0,00",acidi grassi
46,Acido miristico, g,"0,01",acidi grassi
47,Acido palmitico, g,"0,03",acidi grassi
48,Acido stearico, g,"0,01",acidi grassi
49,Acidi grassi monoinsaturi totali, g,"0,03",acidi grassi
50,Acido palmitoleico, g,"0,01",acidi grassi
51,Acido oleico, g,"0,01",acidi grassi
52,Acidi eicosenoico, g,"0,00",acidi grassi
53,Acido erucico, g,"0,00",acidi grassi
54,Acidi grassi polinsaturi totali, g,"0,05",acidi grassi
55,Acido linoleico, g,"0,00",acidi grassi
56,Acido linolenico, g,"0,00",acidi grassi
57,Acido arachidonico, g,"0,01",acidi grassi
58,Acido eicosapentaenoico (EPA), g,"0,02",acidi grassi
59,Acido decosaesaenoico (DHA), g,"0,02",acidi grassi
60,Altri acidi grassi polinsaturi, g,"0,01",acidi grassi
61,Triptofano, mg,139,aminoacidi
62,Treonina, mg,534,aminoacidi
63,Isoleucina, mg,540,aminoacidi
64,Leucina, mg,872,aminoacidi
65,Lisina, mg,926,aminoacidi
66,Metionina, mg,279,aminoacidi
67,Cistina, mg,163,aminoacidi
68,Fenilalanina, mg,444,aminoacidi
69,Tirosina, mg,397,aminoacidi
70,Valina, mg,541,aminoacidi
71,Arginina, mg,905,aminoacidi
72,Istidina, mg,238,aminoacidi
73,Alanina, mg,750,aminoacidi
74,Acido aspartico, mg,1196,aminoacidi
75,Acido glutammico, mg,1686,aminoacidi
76,Glicina, mg,776,aminoacidi
77,Prolina, mg,506,aminoacidi
78,Serina, mg,556,aminoacidi
79,Glucosio, g,tr,zuccheri
80,Fruttosio, g,"0,0",zuccheri
81,Galattosio, g,"0,0",zuccheri
82,Saccarosio (MSE), g,"0,0",zuccheri
83,Maltosio (MSE), g,"0,0",zuccheri
84,Lattosio (MSE), g,"0,0",zuccheri
