,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,567,componenti principali
2,"Energia,  Ric con fibra", kJ,567,componenti principali
3,"Energia,  ricalcolata", kcal,135,componenti principali
4,"Energia,  Ric con fibra", kcal,135,componenti principali
5,Proteine totali, g,"19,5",componenti principali
6,   Proteine animali, g,"19,5",componenti principali
7,   Proteine vegetali, g,"0,0",componenti principali
8,Lipidi totali, g,"5,5",componenti principali
9,   Lipidi animali, g,"5,5",componenti principali
10,   Lipidi vegetali, g,"0,0",componenti principali
11,Colesterolo, mg,300,componenti principali
12,Carboidrati disponibili (MSE), g,"2,0",componenti principali
13,   Amido (MSE), g,"0,0",componenti principali
14,   Carboidrati solubili (MSE), g,"2,0",componenti principali
15,Fibra alimentare totale, g,"0,0",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"73,0",componenti principali
18,Ferro, mg,"12,6",minerali ed elementi in traccia
19,Calcio, mg,8,minerali ed elementi in traccia
20,Sodio, mg,67,minerali ed elementi in traccia
21,Potassio, mg,300,minerali ed elementi in traccia
22,Fosforo, mg,364,minerali ed elementi in traccia
23,Zinco, mg,"3,90",minerali ed elementi in traccia
24,Magnesio, mg,19,minerali ed elementi in traccia
25,Rame, mg,"8,70",minerali ed elementi in traccia
26,Selenio, µg,"42,0",minerali ed elementi in traccia
27,Cloro, mg,106,minerali ed elementi in traccia
28,Iodio, µg,4,minerali ed elementi in traccia
29,Manganese, mg,"0,28",minerali ed elementi in traccia
30,Zolfo, mg,260,minerali ed elementi in traccia
31,"Vitamina B1,  Tiamina", mg,"0,40",vitamine idrosolubili
32,"Vitamina B2,  Riboflavina", mg,"3,28",vitamine idrosolubili
33,Vitamina C, mg,33,vitamine idrosolubili
34,Niacina, mg,"13,10",vitamine idrosolubili
35,Vitamina B6, mg,"0,42",vitamine idrosolubili
36,Folati totali, µg,181,vitamine idrosolubili
37,Acido pantotenico, mg,"7,26",vitamine idrosolubili
38,Biotina, µg,"36,3",vitamine idrosolubili
39,Vitamina B12, µg,"47,8",vitamine idrosolubili
40,   Retinolo eq. (RE), µg,15000,retinolo equivalente
41,   Retinolo, µg,14988,retinolo equivalente
42,   ß-carotene eq., µg,72,retinolo equivalente
43,Vitamina E (ATE), mg,"0,60",retinolo equivalente
44,Vitamina D, µg,"0,39",retinolo equivalente
45,Acidi grassi saturi totali, g,"1,55",acidi grassi
46,"Somma degli acidi butirrico,  caproico,  caprilico e caprico", g,"0,00",acidi grassi
47,Acido laurico, g,"0,01",acidi grassi
48,Acido miristico, g,"0,06",acidi grassi
49,Acido palmitico, g,"0,77",acidi grassi
50,Acido stearico, g,"0,61",acidi grassi
51,Acido arachidico, g,"0,08",acidi grassi
52,Acido beenico, g,"0,01",acidi grassi
53,Acidi grassi monoinsaturi totali, g,"1,66",acidi grassi
54,Acido miristoleico, g,"0,00",acidi grassi
55,Acido palmitoleico, g,"0,15",acidi grassi
56,Acido oleico, g,"1,51",acidi grassi
57,Acidi eicosenoico, g,"0,01",acidi grassi
58,Acido erucico, g,"0,00",acidi grassi
59,Acidi grassi polinsaturi totali, g,"0,86",acidi grassi
60,Acido linoleico, g,"0,20",acidi grassi
61,Acido linolenico, g,"0,15",acidi grassi
62,Acido arachidonico, g,"0,08",acidi grassi
63,Acido eicosapentaenoico (EPA), g,"0,09",acidi grassi
64,Acido decosaesaenoico (DHA), g,"0,12",acidi grassi
65,Altri acidi grassi polinsaturi, g,"0,22",acidi grassi
66,Triptofano, mg,302,aminoacidi
67,Treonina, mg,913,aminoacidi
68,Isoleucina, mg,1043,aminoacidi
69,Leucina, mg,1839,aminoacidi
70,Lisina, mg,1492,aminoacidi
71,Metionina, mg,458,aminoacidi
72,Cistina, mg,215,aminoacidi
73,Fenilalanina, mg,1014,aminoacidi
74,Tirosina, mg,634,aminoacidi
75,Valina, mg,1260,aminoacidi
76,Arginina, mg,1199,aminoacidi
77,Istidina, mg,523,aminoacidi
78,Alanina, mg,1248,aminoacidi
79,Acido aspartico, mg,1847,aminoacidi
80,Acido glutammico, mg,2496,aminoacidi
81,Glicina, mg,1190,aminoacidi
82,Serina, mg,1034,aminoacidi
83,Glucosio, g,"2,0",zuccheri
84,Fruttosio, g,"0,0",zuccheri
85,Galattosio, g,"0,0",zuccheri
86,Saccarosio (MSE), g,"0,0",zuccheri
87,Maltosio (MSE), g,"0,0",zuccheri
88,Lattosio (MSE), g,"0,0",zuccheri
