,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,1090,componenti principali
2,"Energia,  Ric con fibra", kJ,1090,componenti principali
3,"Energia,  ricalcolata", kcal,263,componenti principali
4,"Energia,  Ric con fibra", kcal,263,componenti principali
5,Proteine totali, g,"17,3",componenti principali
6,   Proteine animali, g,"17,3",componenti principali
7,   Proteine vegetali, g,"0,0",componenti principali
8,Lipidi totali, g,"21,3",componenti principali
9,   Lipidi animali, g,"21,3",componenti principali
10,   Lipidi vegetali, g,"0,0",componenti principali
11,Colesterolo, mg,90,componenti principali
12,Carboidrati disponibili (MSE), g,"0,5",componenti principali
13,   Amido (MSE), g,"0,0",componenti principali
14,   Carboidrati solubili (MSE), g,"0,5",componenti principali
15,Fibra alimentare totale, g,"0,0",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"54,8",componenti principali
18,Ferro, mg,"0,8",minerali ed elementi in traccia
19,Calcio, mg,290,minerali ed elementi in traccia
20,Sodio, mg,299,minerali ed elementi in traccia
21,Potassio, mg,36,minerali ed elementi in traccia
22,Fosforo, mg,420,minerali ed elementi in traccia
23,Zinco, mg,"2,60",minerali ed elementi in traccia
24,Magnesio, mg,30,minerali ed elementi in traccia
25,Rame, mg,tr,minerali ed elementi in traccia
26,Selenio, µg,"7,7",minerali ed elementi in traccia
27,Cloro, mg,990,minerali ed elementi in traccia
28,Iodio, µg,4,minerali ed elementi in traccia
29,Manganese, mg,tr,minerali ed elementi in traccia
30,Zolfo, mg,110,minerali ed elementi in traccia
31,"Vitamina B1,  Tiamina", mg,"0,03",vitamine idrosolubili
32,"Vitamina B2,  Riboflavina", mg,"0,31",vitamine idrosolubili
33,Vitamina C, mg,tr,vitamine idrosolubili
34,Niacina, mg,"0,08",vitamine idrosolubili
35,Vitamina B6, mg,"0,09",vitamine idrosolubili
36,Folati totali, µg,19,vitamine idrosolubili
37,Acido pantotenico, mg,"0,25",vitamine idrosolubili
38,Biotina, µg,"2,2",vitamine idrosolubili
39,Vitamina B12, µg,"2,1",vitamine idrosolubili
40,   Retinolo eq. (RE), µg,142,retinolo equivalente
41,   Retinolo, µg,139,retinolo equivalente
42,   ß-carotene eq., µg,20,retinolo equivalente
43,Vitamina E (ATE), mg,"0,22",retinolo equivalente
44,Vitamina D, µg,"0,16",retinolo equivalente
45,Acidi grassi saturi totali, g,"12,48",acidi grassi
46,"Somma degli acidi butirrico,  caproico,  caprilico e caprico", g,"1,89",acidi grassi
47,Acido laurico, g,"0,65",acidi grassi
48,Acido miristico, g,"2,19",acidi grassi
49,Acido palmitico, g,"5,44",acidi grassi
50,Acido stearico, g,"2,31",acidi grassi
51,Acido arachidico, g,"0,00",acidi grassi
52,Acido beenico, g,"0,00",acidi grassi
53,Acidi grassi monoinsaturi totali, g,"6,51",acidi grassi
54,Acido miristoleico, g,"0,41",acidi grassi
55,Acido palmitoleico, g,"0,59",acidi grassi
56,Acido oleico, g,"5,50",acidi grassi
57,Acidi eicosenoico, g,"0,00",acidi grassi
58,Acido erucico, g,"0,00",acidi grassi
59,Acidi grassi polinsaturi totali, g,"0,71",acidi grassi
60,Acido linoleico, g,"0,41",acidi grassi
61,Acido linolenico, g,"0,30",acidi grassi
62,Acido arachidonico, g,"0,00",acidi grassi
63,Acido eicosapentaenoico (EPA), g,"0,00",acidi grassi
64,Acido decosaesaenoico (DHA), g,"0,00",acidi grassi
65,Altri acidi grassi polinsaturi, g,"0,00",acidi grassi
66,Triptofano, mg,189,aminoacidi
67,Treonina, mg,615,aminoacidi
68,Isoleucina, mg,754,aminoacidi
69,Leucina, mg,1410,aminoacidi
70,Lisina, mg,1189,aminoacidi
71,Metionina, mg,500,aminoacidi
72,Cistina, mg,115,aminoacidi
73,Fenilalanina, mg,820,aminoacidi
74,Tirosina, mg,877,aminoacidi
75,Valina, mg,935,aminoacidi
76,Arginina, mg,582,aminoacidi
77,Istidina, mg,451,aminoacidi
78,Alanina, mg,484,aminoacidi
79,Acido aspartico, mg,1049,aminoacidi
80,Acido glutammico, mg,2755,aminoacidi
81,Glicina, mg,303,aminoacidi
82,Prolina, mg,1632,aminoacidi
83,Serina, mg,836,aminoacidi
84,Glucosio, g,"0,0",zuccheri
85,Fruttosio, g,"0,0",zuccheri
86,Galattosio, g,"0,0",zuccheri
87,Saccarosio (MSE), g,"0,0",zuccheri
88,Maltosio (MSE), g,"0,0",zuccheri
89,Lattosio (MSE), g,"0,5",zuccheri
