,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,665,componenti principali
2,"Energia,  Ric con fibra", kJ,665,componenti principali
3,"Energia,  ricalcolata", kcal,159,componenti principali
4,"Energia,  Ric con fibra", kcal,159,componenti principali
5,Proteine totali, g,"18,3",componenti principali
6,   Proteine animali, g,"18,3",componenti principali
7,   Proteine vegetali, g,"0,0",componenti principali
8,Lipidi totali, g,"9,4",componenti principali
9,   Lipidi animali, g,"9,4",componenti principali
10,   Lipidi vegetali, g,"0,0",componenti principali
11,Colesterolo, mg,79,componenti principali
12,Carboidrati disponibili (MSE), g,"0,4",componenti principali
13,   Amido (MSE), g,"0,0",componenti principali
14,   Carboidrati solubili (MSE), g,"0,4",componenti principali
15,Fibra alimentare totale, g,"0,0",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"72,0",componenti principali
18,Ferro, mg,"5,3",minerali ed elementi in traccia
19,Calcio, mg,35,minerali ed elementi in traccia
20,Sodio, mg,80,minerali ed elementi in traccia
21,Potassio, mg,300,minerali ed elementi in traccia
22,Fosforo, mg,245,minerali ed elementi in traccia
23,Zinco, mg,"2,30",minerali ed elementi in traccia
24,Magnesio, mg,25,minerali ed elementi in traccia
25,Rame, mg,"0,47",minerali ed elementi in traccia
26,Selenio, µg,"6,0",minerali ed elementi in traccia
27,Cloro, mg,139,minerali ed elementi in traccia
28,Iodio, µg,3,minerali ed elementi in traccia
29,Manganese, mg,"0,03",minerali ed elementi in traccia
30,Zolfo, mg,130,minerali ed elementi in traccia
31,"Vitamina B1,  Tiamina", mg,"0,40",vitamine idrosolubili
32,"Vitamina B2,  Riboflavina", mg,"1,27",vitamine idrosolubili
33,Vitamina C, mg,5,vitamine idrosolubili
34,Niacina, mg,"6,10",vitamine idrosolubili
35,Vitamina B6, mg,"0,37",vitamine idrosolubili
36,Folati totali, µg,3,vitamine idrosolubili
37,Acido pantotenico, mg,"3,20",vitamine idrosolubili
38,Biotina, µg,"5,1",vitamine idrosolubili
39,Vitamina B12, µg,"10,0",vitamine idrosolubili
40,   Retinolo eq. (RE), µg,9,retinolo equivalente
41,   Retinolo, µg,9,retinolo equivalente
42,   ß-carotene eq., µg,0,retinolo equivalente
43,Vitamina E (ATE), mg,"0,47",retinolo equivalente
44,Vitamina D, µg,"0,85",retinolo equivalente
45,Acidi grassi saturi totali, g,"2,50",acidi grassi
46,"Somma degli acidi butirrico,  caproico,  caprilico e caprico", g,"0,00",acidi grassi
47,Acido laurico, g,"0,02",acidi grassi
48,Acido miristico, g,"0,17",acidi grassi
49,Acido palmitico, g,"1,27",acidi grassi
50,Acido stearico, g,"0,97",acidi grassi
51,Acidi grassi monoinsaturi totali, g,"2,20",acidi grassi
52,Acido palmitoleico, g,"0,22",acidi grassi
53,Acido oleico, g,"1,94",acidi grassi
54,Acidi eicosenoico, g,"0,04",acidi grassi
55,Acido erucico, g,"0,00",acidi grassi
56,Acidi grassi polinsaturi totali, g,"2,42",acidi grassi
57,Acido linoleico, g,"1,66",acidi grassi
58,Acido linolenico, g,"0,17",acidi grassi
59,Acido arachidonico, g,"0,58",acidi grassi
60,Acido eicosapentaenoico (EPA), g,"0,00",acidi grassi
61,Acido decosaesaenoico (DHA), g,"0,00",acidi grassi
62,Altri acidi grassi polinsaturi, g,"0,00",acidi grassi
63,Triptofano, mg,223,aminoacidi
64,Treonina, mg,842,aminoacidi
65,Isoleucina, mg,896,aminoacidi
66,Leucina, mg,1628,aminoacidi
67,Lisina, mg,1554,aminoacidi
68,Metionina, mg,417,aminoacidi
69,Cistina, mg,183,aminoacidi
70,Fenilalanina, mg,847,aminoacidi
71,Tirosina, mg,633,aminoacidi
72,Valina, mg,1039,aminoacidi
73,Arginina, mg,1157,aminoacidi
74,Istidina, mg,452,aminoacidi
75,Alanina, mg,1244,aminoacidi
76,Acido aspartico, mg,1501,aminoacidi
77,Acido glutammico, mg,2406,aminoacidi
78,Glicina, mg,934,aminoacidi
79,Serina, mg,861,aminoacidi
80,Glucosio, g,"0,4",zuccheri
81,Fruttosio, g,"0,0",zuccheri
82,Galattosio, g,"0,0",zuccheri
83,Saccarosio (MSE), g,"0,0",zuccheri
84,Maltosio (MSE), g,"0,0",zuccheri
85,Lattosio (MSE), g,"0,0",zuccheri
